Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_TOTAL_RM,YR_BUILT,nbh_name
1604877000,490000,267.91,1560,Colonial,2405,2,4,1,0,1,1,R1,Y,CL,G,7,1900,Dorchester
1704084000,490000,239.84,2043,Colonial,3293,2,3,2,1,1,1,R1,Y,CL,G,7,2008,Mattapan
1801736000,490000,213.88,2291,Two_Fam_Stack,3922,2,4,2,0,2,0,R2,N,TF,H,10,1915,Mattapan
1202858000,490000,188.24,2523,Conventional,3868,2.5,5,2,0,2,0,R2,N,CV,G,10,1880,Roxbury
100257000,490000,168.73,2640,Decker,3520,3,6,3,0,3,0,R3,N,DK,F,15,1890,East Boston
1700337000,490000,155.8,3145,Conventional,5726,2,6,2,0,2,0,R2,N,CV,G,14,1910,Dorchester
1800790000,490000,140.44,3489,Conventional,5916,2,5,2,0,2,0,R2,Y,CV,H,11,1920,Mattapan
1701429000,490000,136.99,3577,Decker,4905,3,9,3,0,3,0,R3,N,DK,F,16,1905,Dorchester
1500481000,490000,134.65,3599,Decker,4818,3,8,3,0,3,0,R3,N,DK,F,14,1905,Dorchester
1502765000,490000,124.87,3924,Decker,5779,3,9,3,0,3,0,R3,N,DK,F,18,1905,Dorchester
1808521003,489000,332.65,1470,Colonial,2286,2,4,1,1,1,1,R1,Y,CL,G,6,1965,Hyde Park
1903743000,489000,306.01,1360,Cape,2578,1.5,3,2,0,1,1,R1,Y,CP,G,6,1959,Roslindale
1805742000,487500,363.26,1342,Other,2956,1,3,1,0,1,0,R1,Y,OH,G,6,1935,Roslindale
2005089000,487000,281.34,1731,Conventional,3230,1.5,3,1,1,1,0,R1,Y,CV,G,9,1940,Roslindale
2006698001,485700,478.99,1014,Other,2148,1,2,1,0,1,1,R1,Y,OH,G,5,1960,West Roxbury
1806261000,485000,275.88,1758,Conventional,3225,2,4,2,1,2,0,R2,Y,CV,G,8,1900,Roslindale
2000685000,485000,257.43,1884,Colonial,2910,2,4,2,0,1,1,R1,Y,CL,H,9,1926,Roslindale
1600318000,485000,253.13,1916,Colonial,2494,2,4,1,1,1,0,R1,Y,CL,G,9,1900,Dorchester
102195000,485000,200.75,1772,Conventional,3851,1.5,3,2,0,1,1,R1,N,CV,G,6,1950,East Boston
1700326000,485000,196.28,2471,Conventional,4018,2,6,2,1,2,0,R2,N,CV,G,10,1915,Dorchester
1808042000,485000,182.06,2664,Conventional,4323,2,4,2,1,2,0,R2,Y,CV,G,10,1900,Hyde Park
106194000,485000,160.81,1400,Decker,1400,3,5,3,0,3,0,R3,N,DK,F,15,1900,East Boston
1700516000,485000,121.37,3996,Conventional,6430,2.5,8,2,1,2,0,R2,N,CV,H,14,1900,Dorchester
1301466000,485000,119.4,4062,Decker,6052,3,6,3,0,3,0,R3,Y,DK,F,15,1905,Dorchester
1808255000,482500,215.79,2236,Two_Fam_Stack,3718,2,4,4,0,2,0,R2,N,TF,G,10,1927,Hyde Park
1403655000,482500,193.15,2498,Conventional,4050,2.5,6,3,0,3,0,R3,N,CV,G,12,1905,Dorchester
1200256000,482000,142.81,3375,Conventional,5055,2.5,7,3,0,3,0,R3,N,CV,G,15,1900,Roxbury
1801619000,482000,132.13,3648,Decker,6584,3,6,3,0,3,0,R3,N,DK,F,18,1905,Hyde Park
2006504000,480000,365.58,1313,Other,2828,1,2,2,0,1,1,R1,Y,OH,G,5,1940,West Roxbury
104307000,480000,359.28,1336,Colonial,2147,2,2,1,1,1,0,R1,Y,CL,F,6,1912,East Boston
2000730000,480000,329.67,1456,Colonial,2527,2,3,2,0,1,1,R1,N,CL,L,8,1935,Roslindale
2008671000,480000,313.73,1530,Cape,2592,1.5,3,1,0,1,1,R1,Y,CP,G,7,1950,West Roxbury
1903751000,480000,227.38,2111,Colonial,3753,2,6,2,0,1,1,R1,N,CL,G,11,1934,Roslindale
1200168010,480000,223.46,2148,Semi_Det,2896,3,6,3,0,3,0,R3,N,SD,G,12,1910,Roxbury
1200170000,480000,223.46,2148,Semi_Det,2896,3,6,3,0,3,0,R3,N,SD,G,12,1910,Roxbury
102687000,480000,196.56,2442,Decker,3256,3,6,3,0,3,0,R3,N,DK,F,12,1880,East Boston
1604304000,480000,193.94,2475,Two_Fam_Stack,3918,2,4,2,0,2,0,R2,N,TF,G,11,1929,Dorchester
1402318000,480000,172.48,2483,Conventional,4408,2,8,3,0,2,0,R2,N,CV,G,13,1900,Dorchester
1601748000,480000,167.13,2872,Conventional,5199,2,6,2,0,2,0,R2,Y,CV,G,14,1920,Dorchester
1701426000,480000,163.21,2672,Two_Fam_Stack,4372,2,6,2,0,2,0,R2,N,TF,G,10,1885,Dorchester
1812949000,480000,157.17,3054,Conventional,5183,2.5,6,2,0,2,0,R2,Y,CV,G,12,1900,Hyde Park
1201919000,480000,144.75,3316,Conventional,5944,2,4,3,0,3,0,R3,Y,CV,H,17,1946,Roxbury
1405196330,478472,223.17,0,Colonial,0,0,0,0,0,0,0,RL,N,CL,U,0,0,Dorchester
1601582000,478000,161.76,2955,Conventional,4949,2,4,2,0,2,0,R2,N,CV,G,10,1895,Dorchester
1400023000,477500,171.45,2785,Conventional,4428,2,7,3,0,3,0,R3,N,CV,G,14,1900,Dorchester
1502117000,477500,112.86,4231,Conventional,6569,2.5,9,3,0,3,2,R3,N,CV,G,18,1900,Dorchester
1810429000,477000,302.47,1577,Other,2892,1,3,2,1,1,1,R1,Y,OH,G,8,1984,Hyde Park
2009940000,476000,338.31,1407,Conventional,2634,1.5,3,1,1,1,0,R1,Y,CV,G,6,1940,West Roxbury
2007791000,475000,357.68,1328,Colonial,1952,2,3,1,1,1,1,R1,Y,CL,G,8,1920,West Roxbury
2006303000,475000,333.8,1423,Conventional,2226,1.5,2,1,0,1,0,R1,Y,CV,G,6,1925,West Roxbury
1810807000,475000,328.04,1448,Colonial,2336,2,3,1,1,1,1,R1,Y,CL,L,7,1930,Hyde Park
2001947000,475000,315.82,1504,Colonial,2386,2,3,2,1,1,0,R1,Y,CL,G,7,1935,West Roxbury
1604822000,475000,304.49,1747,Colonial,3522,2,3,1,1,1,1,R1,Y,CL,G,7,1940,Dorchester
1810035003,475000,233.76,2032,Two_Fam_Stack,3080,2,6,2,0,2,0,R2,N,TF,H,12,1945,Hyde Park
1602522000,475000,189.55,2506,Colonial,4140,2,4,1,1,1,0,R1,Y,CL,G,10,1912,Dorchester
106119000,475000,188.49,2520,Semi_Det,3360,3,6,3,0,3,0,R3,Y,SD,F,12,1900,East Boston
1202041000,475000,144.73,3282,Conventional,5334,2.5,6,2,1,2,0,R2,Y,CV,H,12,1910,Roxbury
1403058000,475000,118.69,4002,Conventional,6187,2.5,6,3,0,2,0,R2,Y,CV,G,14,1930,Dorchester
1404943000,474900,154.59,3072,Two_Fam_Stack,4920,2,6,2,0,2,0,R2,N,TF,H,12,1930,Mattapan
1602728000,474000,183.37,2311,Other,4050,2,4,2,0,2,0,R2,N,OH,G,9,1910,Dorchester
1903027000,472000,276.02,1710,Colonial,3096,2,3,1,0,1,0,R1,Y,CL,G,6,1910,Roslindale
1405196670,472000,235.29,2006,Colonial,2584,2,3,2,1,1,0,R1,Y,CL,G,6,2012,Dorchester
2009892000,471000,346.32,1360,Cape,2400,1.5,3,2,0,1,1,R1,Y,CP,G,6,1960,West Roxbury
105035000,471000,261.67,1980,Semi_Det,2739,3,3,3,0,3,0,R3,N,SD,F,8,1899,East Boston
2004636000,471000,165.5,2846,Two_Fam_Stack,4665,2,6,2,0,2,0,R2,N,TF,H,12,1915,Roslindale
102779000,471000,158.27,2976,Conventional,4192,3,5,2,0,2,0,R2,Y,CV,F,12,1880,East Boston
703564000,470000,217.9,2157,Row_Middle,2878,3,3,2,0,2,0,R2,Y,RM,F,7,1883,Dorchester
1602077000,470000,191.06,2928,Two_Fam_Stack,5504,2,5,2,0,2,0,R2,N,TF,G,11,1900,Dorchester
1700674000,470000,124.5,3775,Conventional,5880,2.5,8,3,0,3,1,R3,N,CV,G,15,1910,Dorchester
1404870000,470000,116.92,4020,Decker,5370,3,6,4,0,3,0,R3,N,DK,F,18,1905,Mattapan
2007853000,469000,346.89,1352,Colonial,2107,2,3,1,1,1,0,R1,N,CL,G,6,1925,West Roxbury
1808886000,469000,180.11,2604,Victorian,4499,2,4,2,2,3,1,R1,Y,VT,G,9,1920,Hyde Park
1704444000,468000,294.34,1372,Colonial,2294,2,4,1,1,1,0,R1,Y,CL,G,7,1935,Dorchester
1401697000,467500,123.38,3789,Decker,5874,3,6,3,0,3,0,R3,N,DK,F,15,1905,Dorchester
1805729000,465000,361.02,1288,Other,2576,1,3,1,1,1,2,R1,Y,OH,G,7,1950,Roslindale
1905008000,465000,341.66,1361,Row_Middle,2063,2,2,1,0,1,1,R1,N,RM,G,6,1916,Jamaica Plain
2008666000,465000,309.38,1503,Cape,2820,1.5,4,2,0,1,1,R1,Y,CP,G,7,1955,West Roxbury
1302656000,465000,284.93,1360,Colonial,2112,2,3,1,0,1,0,R1,Y,CL,G,6,1900,Dorchester
1805618000,465000,269.1,1440,Colonial,2340,2,3,1,0,1,0,R1,Y,CL,G,7,1900,Roslindale
1800117010,465000,263.61,1764,Two_Fam_Stack,2836,2,6,2,0,2,0,R2,N,TF,G,12,1950,Mattapan
2003366000,465000,261.53,1778,Other,2742,1,4,2,0,1,0,R1,Y,OH,H,8,1965,West Roxbury
106974000,465000,249.2,1866,Row_Middle,2812,3,3,3,0,3,0,R3,N,RM,F,9,1900,East Boston
1810152000,465000,242.19,1920,Two_Fam_Stack,2880,2,4,2,0,2,0,R2,Y,TF,H,10,1948,Hyde Park
103826000,465000,211.17,2202,Row_Middle,3575,3,7,3,1,3,0,R3,N,RM,F,14,1910,East Boston
2008386000,465000,203.77,2282,Colonial,3898,2,4,1,0,1,0,R1,Y,CL,G,7,1880,West Roxbury
1810551001,465000,180.16,2581,Conventional,4080,2.5,5,3,0,3,0,R3,Y,CV,G,12,1920,Hyde Park
103825000,465000,174.29,2785,Row_Middle,4059,3,5,4,0,3,0,R3,N,RM,F,14,1900,East Boston
1402745000,465000,121.76,3819,Conventional,6392,2.5,8,3,0,3,0,R3,N,CV,G,16,1910,Dorchester
1809426000,464900,125.21,3713,Other,6472,2,6,2,2,2,0,R2,Y,OH,G,12,1900,Hyde Park
1202290000,464000,109.38,4202,Conventional,7886,2,6,2,1,2,2,R2,N,CV,H,15,1900,Roxbury
105307000,463000,200.61,2308,Semi_Det,2888,3,6,3,0,3,0,R3,N,SD,F,12,1900,East Boston
1703274000,461000,314.89,1464,Colonial,2424,2,4,1,0,1,0,R1,Y,CL,H,7,1935,Mattapan
1805092000,461000,212.25,2172,Two_Fam_Stack,3618,2,6,2,0,2,0,R2,N,TF,G,12,1924,Roslindale
104914000,460000,391.16,1176,Row_Middle,1776,2,3,1,0,1,0,R1,Y,RM,G,5,1910,East Boston
1904968000,460000,358.81,1282,Other,3150,1,2,1,1,1,0,R1,Y,OH,G,5,1934,Jamaica Plain
2008134000,460000,306.67,1500,Colonial,2484,2,4,1,1,1,0,R1,Y,CL,G,7,1910,West Roxbury
2007805000,460000,296.2,1553,Colonial,2749,2,4,1,1,1,0,R1,Y,CL,G,8,1920,West Roxbury
1604562000,460000,294.68,1561,Conventional,3002,1.5,3,1,0,1,1,R1,Y,CV,G,7,1928,Dorchester
2008521000,460000,284.13,1664,Other,2980,1.5,2,1,0,1,0,R1,N,OH,G,5,1920,West Roxbury
100452000,460000,232.32,1980,Row_Middle,3004,3,4,3,1,3,0,R3,Y,RM,F,9,1900,East Boston
1806139000,460000,221.15,2080,Two_Fam_Stack,3372,2,4,2,0,2,1,R2,N,TF,H,10,1935,Roslindale
1302055000,460000,206.19,2010,Colonial,3783,2,5,1,0,1,0,R1,Y,CL,G,8,1880,Dorchester
1903422000,460000,189.38,2429,Other,5352,2,5,2,0,2,0,R2,Y,OH,G,11,1910,Roslindale
1801966000,460000,186.39,2468,Two_Fam_Stack,4096,2,6,3,0,2,0,R2,N,TF,H,13,1928,Mattapan
1811162000,460000,165.11,2322,Two_Fam_Stack,3827,2,4,2,0,2,0,R2,Y,TF,H,10,1920,Hyde Park
1702082000,460000,152.82,3217,Conventional,4497,2,4,3,0,3,0,R3,N,CV,G,9,1925,Dorchester
1701100000,460000,143.17,3213,Conventional,5409,2.5,6,2,1,2,0,R2,Y,CV,L,13,1920,Dorchester
2006285000,459500,336.88,1364,Colonial,2064,2,3,1,0,1,1,R1,Y,CL,G,7,1925,West Roxbury
2003966000,459000,327.62,1651,Colonial,2917,2,3,1,1,1,1,R1,Y,CL,L,7,1930,West Roxbury
2008476000,458000,318.94,1436,Other,3398,1,4,2,0,1,0,R1,N,OH,G,7,1934,West Roxbury
1810459000,458000,192.44,2380,Conventional,4374,2,4,2,0,2,0,R2,Y,CV,G,9,1905,Hyde Park
1604959000,457500,301.18,1519,Colonial,2403,2,3,2,1,1,2,R1,N,CL,G,6,1964,Dorchester
1405196430,456760,213.04,0,Colonial,0,0,0,0,0,0,0,RL,N,CL,U,0,0,Dorchester
2005005000,456000,215.81,2113,Colonial,3664,2,4,2,0,1,1,R1,Y,CL,H,7,1910,Roslindale
700886000,455000,436.66,1042,Conventional,1728,1.5,4,1,1,1,0,R1,N,CV,G,7,1900,South Boston
2007752000,455000,428.84,1061,Cape,1994,1.5,2,1,1,1,1,R1,Y,CP,G,8,1930,West Roxbury
2006963000,455000,345.74,1218,Other,2630,1,2,1,0,1,1,R1,Y,OH,H,6,1932,West Roxbury
1604557000,455000,337.04,1350,Colonial,2297,2,4,1,1,1,0,R1,Y,CL,H,8,1940,Dorchester
1809628000,455000,297.39,1530,Cape,2826,1.5,4,2,0,1,1,R1,Y,CP,G,7,1955,Hyde Park
1703273014,455000,282.26,1612,Colonial,2538,2,4,1,1,1,1,R1,Y,CL,G,7,1945,Mattapan
102906000,455000,231.55,1965,Row_End,2632,3,5,3,0,3,0,R3,N,RE,M,11,1880,East Boston
1702592000,455000,168.52,2700,Two_Fam_Stack,4290,2,6,2,0,2,0,R2,N,TF,H,12,1924,Dorchester
1502991000,455000,167.28,2720,Decker,3632,3,6,3,0,3,0,R3,N,DK,F,12,1900,Dorchester
1700882000,454000,250.14,1815,Colonial,3210,2,5,1,1,1,2,R1,Y,CL,G,8,1880,Dorchester
1810693000,452500,269.35,1952,Colonial,3344,2,4,1,1,1,1,R1,Y,CL,L,7,1920,Hyde Park
1605354000,452000,283.56,1168,Other,2656,1,3,1,1,1,1,R1,Y,OH,G,7,1950,Dorchester
1701680000,452000,164.24,2592,Conventional,4336,2,7,3,0,2,0,R2,N,CV,G,12,1885,Dorchester
2009770000,451000,322.14,1400,Colonial,2254,2,4,1,0,1,0,R1,N,CL,H,7,1935,West Roxbury
1402598000,450500,105.93,4253,Conventional,6584,2.5,6,3,0,2,0,R2,N,CV,G,14,1915,Dorchester
2001244000,450450,232.31,1939,Conventional,3752,2,4,2,0,2,0,R2,Y,CV,G,8,1910,Roslindale
2008557000,450000,431.86,1042,Cape,2568,1,3,1,1,1,1,R1,Y,CP,G,7,1953,West Roxbury
2005124000,450000,417.44,1098,Colonial,1764,2,3,1,1,1,1,R1,N,CL,G,6,1960,Roslindale
2008438000,450000,408.35,1102,Cape,2117,1.5,3,1,0,1,1,R1,Y,CP,G,6,1920,West Roxbury
2004945000,450000,330.88,1360,Cape,2527,1.5,2,1,1,1,1,R1,Y,CP,G,5,1935,Roslindale
1904133450,450000,321.43,1400,Other,3190,1,3,1,1,1,1,R1,N,OH,G,6,1925,Roslindale
2012179000,450000,302.62,1487,Other,2051,1,2,1,1,1,0,R1,N,OH,G,6,1960,West Roxbury
104295004,450000,265.33,1944,Two_Fam_Stack,3076,2,2,2,0,2,0,R2,Y,TF,F,8,1910,East Boston
2005190000,450000,231.84,1941,Colonial,3723,2,4,2,0,1,0,R1,Y,CL,G,6,1920,Roslindale
1503187000,450000,229.94,1644,Colonial,2573,2,2,1,0,1,0,R1,Y,CL,G,6,1910,Dorchester
1804890000,450000,229.59,1960,Two_Fam_Stack,3015,2,6,2,0,2,0,R2,Y,TF,H,10,1964,Roslindale
100032000,450000,228.89,1966,Conventional,3111,2,4,2,0,2,0,R2,Y,CV,H,10,1900,East Boston
2007185000,450000,215.21,1341,Colonial,2075,2,3,1,0,1,2,R1,Y,CL,G,7,1933,West Roxbury
104908000,450000,203.25,2214,Row_End,3168,3,7,3,0,3,0,R3,N,RE,G,15,1899,East Boston
1903906000,450000,202.16,2226,Two_Fam_Stack,3989,2,5,2,0,2,0,R2,N,TF,H,11,1920,Roslindale
1800114019,450000,200.53,2244,Two_Fam_Stack,3396,2,6,2,0,2,0,R2,N,TF,H,12,1945,Mattapan
103216000,450000,200.36,2158,Colonial,2284,2,3,2,1,1,0,R1,N,CL,G,6,1905,East Boston
1808935000,450000,199.12,2260,Conventional,3884,2,4,2,0,2,0,R2,Y,CV,G,8,1885,Hyde Park
1101015000,450000,197.2,2282,Semi_Det,3811,2,6,2,0,2,0,R2,N,SD,H,12,1905,Jamaica Plain
1202043000,450000,164.84,2730,Conventional,5104,2,6,2,0,2,1,R2,N,CV,H,10,1897,Roxbury
1702321000,450000,162.4,2771,Colonial,4417,2.5,6,3,1,1,1,R1,Y,CL,G,10,1890,Dorchester
103062000,450000,151.21,2976,Row_End,3992,3,8,3,0,3,0,R3,Y,RE,F,14,1880,East Boston
1402454000,450000,147.83,3044,Conventional,4488,3,6,3,0,2,0,R2,N,CV,F,11,2006,Dorchester
1702228000,450000,145.77,3087,Decker,4767,3,6,3,0,3,0,R3,N,DK,F,15,1905,Dorchester
106214000,450000,144.88,2902,Decker,3847,3,5,3,0,3,0,R3,N,DK,F,14,1910,East Boston
101173000,450000,141.78,3174,Decker,4256,3,3,3,0,3,0,R3,N,DK,F,12,1910,East Boston
1203137000,450000,138.29,3254,Conventional,5300,2.5,5,3,0,3,0,R3,Y,CV,G,13,1900,Roxbury
1404871000,450000,127.99,0,Decker,0,3,0,0,0,0,0,CM,N,DK,U,0,1905,Mattapan
103500000,450000,126.69,3552,Conventional,5976,2,8,2,0,2,0,R2,Y,CV,G,16,1910,East Boston
703751000,450000,123.56,3642,Decker,5044,3,8,3,0,3,0,R3,N,DK,F,15,1905,Dorchester
1502730000,450000,120.68,3705,Colonial,5900,2.5,6,3,0,1,1,R1,Y,CL,G,12,1915,Dorchester
100073000,450000,105.98,4246,Decker,6010,3,9,3,0,3,0,R3,Y,DK,F,20,1910,East Boston
2007010010,447500,263.24,1700,Other,3816,1,3,1,1,1,1,R1,N,OH,G,8,1953,West Roxbury
2000132000,447500,248.75,1799,Colonial,3103,2,3,1,0,1,0,R1,Y,CL,G,7,1890,Roslindale
1804884000,447000,556.66,835,Other,1820,1,2,1,0,1,0,R1,N,OH,H,4,1920,Roslindale
101861000,447000,256.6,1742,Colonial,2873,2,4,2,0,1,0,R1,Y,CL,G,8,1900,East Boston
1501854000,446000,110.62,4032,Decker,5964,3,9,3,0,3,0,R3,N,DK,F,18,1905,Dorchester
1903580000,445000,303.96,1464,Colonial,2426,2,3,1,0,1,0,R1,Y,CL,G,6,1900,Roslindale
2010085000,445000,303.96,1464,Colonial,2276,2,4,1,1,1,1,R1,N,CL,G,7,1964,West Roxbury
103193000,445000,208.92,2148,Row_Middle,3124,3,6,3,0,3,0,R3,N,RM,M,18,1900,East Boston
1701558000,445000,190.17,2340,Conventional,3280,3,5,3,0,2,0,R2,Y,CV,F,9,2003,Dorchester
1501045000,445000,185.8,2395,Colonial,3733,2.5,5,1,0,1,0,R1,N,CL,G,9,1900,Dorchester
1811880000,445000,179.65,2477,Conventional,3944,2.5,5,2,0,2,1,R2,N,CV,G,9,1920,Hyde Park
1203163000,445000,176.59,2520,Conventional,4294,2.5,3,3,1,2,0,R2,Y,CV,G,9,1905,Roxbury
1404763000,445000,157.8,2820,Two_Fam_Stack,4518,2,6,2,0,2,0,R2,Y,TF,H,12,1920,Mattapan
1500242001,445000,132.44,3360,Semi_Det,4464,3,9,3,0,3,0,R3,N,SD,F,18,1905,Dorchester
1809679000,444000,336.87,1318,Cape,2325,1.5,2,1,0,1,0,R1,N,CP,S,4,1960,Hyde Park
2003828000,443000,279.85,1583,Cape,3521,1,3,2,0,1,1,R1,Y,CP,G,6,1945,West Roxbury
2006988000,442000,333.58,1325,Colonial,2059,2,3,1,1,1,1,R1,Y,CL,G,7,1950,West Roxbury
105291000,442000,230.21,1920,Semi_Det,2776,3,3,3,0,3,0,R3,N,SD,F,11,1900,East Boston
1801289000,442000,216.24,2044,Two_Fam_Stack,3486,2,4,2,0,2,0,R2,N,TF,H,10,1910,Hyde Park
1400388003,442000,126.98,3481,Row_End,5068,3,8,3,0,3,0,R3,N,RE,F,14,1890,Dorchester
2006371000,441000,417.61,1056,Other,2456,1,3,2,0,1,1,R1,Y,OH,G,7,1950,West Roxbury
2007371000,440000,345.91,1248,Colonial,2020,2,3,1,1,1,1,R1,Y,CL,G,6,1936,West Roxbury
2007975000,440000,329.84,1334,Colonial,1994,2,3,1,0,1,1,R1,Y,CL,G,6,1935,West Roxbury
2004043000,440000,325.44,1352,Colonial,2280,2,3,1,1,1,1,R1,Y,CL,G,7,1940,West Roxbury
2009426000,440000,322.11,1366,Cape,2633,1.5,2,2,0,1,1,R1,Y,CP,G,6,1954,West Roxbury
2010170000,440000,297.3,1480,Conventional,1748,1,4,2,0,2,0,R2,N,CV,G,9,1960,West Roxbury
1812029000,440000,282.05,1816,Conventional,3328,2,4,1,0,1,1,R1,N,CV,G,7,1910,Hyde Park
101441000,440000,272.11,1582,Colonial,2430,2,3,2,0,1,0,R1,Y,CL,G,6,1940,East Boston
1806238004,440000,267.8,1643,Colonial,3005,2,4,1,1,1,1,R1,Y,CL,G,8,1962,Roslindale
2001429000,440000,266.67,1650,Two_Fam_Stack,2690,2,3,2,0,2,0,R2,N,TF,F,8,1910,Roslindale
1703463000,440000,242.02,1678,Colonial,3002,2,3,1,1,1,1,R1,Y,CL,G,7,1930,Mattapan
1809031000,440000,221.11,1990,Colonial,3400,2,4,2,1,1,0,R1,N,CL,G,8,2013,Hyde Park
2001771000,440000,200.73,2192,Two_Fam_Stack,3635,2,6,2,0,2,0,R2,N,TF,M,11,1890,West Roxbury
106859000,440000,198.56,2216,Decker,3326,3,3,3,0,3,0,R3,N,DK,F,11,1900,East Boston
1702310000,440000,177.56,2508,Colonial,4146,2,4,1,1,1,0,R1,N,CL,L,10,1925,Dorchester
1200069000,440000,176.49,2493,Colonial,3267,2,5,1,1,1,0,R1,N,CL,G,8,1890,Roxbury
1402666000,439000,180.36,0,Conventional,0,0,0,0,0,0,0,E,N,CV,U,0,0,Dorchester
1402680000,439000,180.36,0,Conventional,0,0,0,0,0,0,0,E,N,CV,U,0,0,Dorchester
1805228000,438000,354.37,1236,Cape,2282,1,3,2,0,1,1,R1,N,CP,G,6,1957,Roslindale
1602107000,438000,334.35,1310,Colonial,2047,2,3,1,0,1,0,R1,N,CL,H,6,1912,Dorchester
1200792000,438000,168.46,2600,Row_Middle,3853,3,5,2,1,2,0,R2,N,RM,M,10,1899,Roxbury
1404868000,438000,102.24,4284,Decker,6314,3,9,3,0,3,0,R3,N,DK,F,18,1905,Mattapan
1808356000,437000,357.03,1224,Cape,2222,1.5,3,1,1,1,1,R1,Y,CP,G,6,1958,Hyde Park
1302415000,437000,263.89,1656,Colonial,2928,2,4,1,0,1,0,R1,N,CL,G,7,1872,Dorchester
1403006000,436000,220.54,1779,Conventional,3255,2,4,2,0,2,0,R2,N,CV,G,10,1920,Dorchester
2007942000,435000,328.05,1326,Colonial,2193,2,3,1,1,1,1,R1,Y,CL,G,8,1963,West Roxbury
2009557000,435000,317.98,1264,Other,2296,1,3,1,0,1,0,R1,Y,OH,H,6,1956,West Roxbury
2010143000,435000,317.06,1372,Cape,3031,1,3,1,1,1,0,R1,Y,CP,G,6,1960,West Roxbury
2004068000,435000,273.41,1591,Colonial,2481,2,3,1,1,1,0,R1,Y,CL,H,7,1936,West Roxbury
1703273017,435000,269.85,1612,Colonial,2410,2,3,1,1,1,1,R1,Y,CL,G,7,1945,Mattapan
2003212000,435000,267.2,1628,Colonial,2602,2,3,1,1,1,0,R1,Y,CL,G,8,1951,West Roxbury
1810382000,435000,258.93,1680,Colonial,2949,2,3,1,1,1,1,R1,Y,CL,H,6,1985,Hyde Park
103170000,435000,202.51,2148,Semi_Det,3112,3,5,3,0,3,1,R3,N,SD,M,11,1900,East Boston
102786000,435000,188.8,2304,Conventional,3498,3,6,3,0,3,0,R3,N,CV,F,15,1880,East Boston
1800252000,435000,173.17,2512,Other,4221,2,6,2,0,2,0,R2,N,OH,G,13,1905,Mattapan
1401090000,435000,141.88,3066,Conventional,4950,2.5,6,2,0,2,0,R2,N,CV,G,12,1905,Dorchester
1503042000,435000,134.63,3231,Decker,4905,3,6,3,0,3,0,R3,N,DK,F,15,1920,Dorchester
2000418000,434000,282.92,1534,Colonial,2444,2,4,1,0,1,0,R1,N,CL,H,8,1922,Roslindale
1400705080,434000,153.9,2820,Conventional,4118,3,6,3,0,2,1,R2,N,CV,G,10,2006,Dorchester
2002609000,433500,308.76,1404,Colonial,2288,2,3,1,0,1,0,R1,Y,CL,H,6,1924,West Roxbury
2009193000,433500,238.19,1820,Colonial,2770,2,4,1,1,1,0,R1,Y,CL,G,8,1988,West Roxbury
701382000,433000,359.04,1206,Row_Middle,1344,2,2,1,1,1,0,R1,N,RM,F,6,1890,South Boston
1806714000,433000,253.22,1710,Colonial,2912,2,4,1,1,1,0,R1,Y,CL,G,7,1890,Roslindale
1602425000,430000,424.06,1162,Colonial,1881,2,3,1,0,1,0,R1,Y,CL,G,6,1905,Dorchester
1601964000,430000,279.95,1536,Colonial,2472,2,3,1,1,1,0,R1,N,CL,H,8,1920,Dorchester
1808687000,430000,206.93,2078,Two_Fam_Stack,3237,2,4,2,0,2,2,R2,Y,TF,G,10,1963,Hyde Park
1200230000,430000,174.87,2459,Conventional,4210,2,4,2,0,2,0,R2,N,CV,G,12,1890,Roxbury
1801905000,430000,162.14,2652,Two_Fam_Stack,4278,2,5,2,0,2,0,R2,Y,TF,H,10,1915,Mattapan
1402661000,430000,130.07,3030,Conventional,5369,2,6,2,0,2,2,R2,N,CV,G,13,1890,Dorchester
800322000,430000,112.86,3810,Decker,5528,3,9,3,0,3,0,R3,N,DK,F,15,1885,Roxbury
1202391000,430000,111.92,3842,Two_Fam_Stack,6195,2,4,2,0,2,0,R2,Y,TF,H,14,1922,Roxbury
2010389000,429900,305.33,1159,Cape,2571,1,3,2,0,1,0,R1,Y,CP,G,6,1950,West Roxbury
1808715010,429000,231.39,1854,Colonial,2988,2,3,1,1,1,0,R1,Y,CL,G,6,1995,Hyde Park
1701049000,429000,185.23,2606,Colonial,4459,2.5,6,1,0,1,1,R1,N,CL,G,9,1900,Dorchester
1812470000,428500,324.62,1320,Colonial,2004,2,3,2,1,1,0,R1,Y,CL,G,6,1970,Hyde Park
2008654000,428000,318.45,1344,Other,3082,1,2,1,1,1,1,R1,Y,OH,G,5,1925,West Roxbury
1402354000,428000,134.04,2678,Two_Fam_Stack,4255,2,6,2,0,2,0,R2,Y,TF,H,12,1900,Dorchester
1810762000,427800,323.36,1323,Colonial,1971,2,3,1,1,1,0,R1,Y,CL,G,6,1945,Hyde Park
1808123000,427500,208.74,2048,Two_Fam_Stack,3134,2,4,2,0,2,0,R2,N,TF,H,8,1905,Hyde Park
1805472000,427000,402.45,1061,Cape,2096,1.5,3,1,0,1,1,R1,Y,CP,G,6,1910,Roslindale
