Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_TOTAL_RM,YR_BUILT,nbh_name
501646000,4600000,0,3018,Row_End,4974,3,5,5,3,1,7,R1,N,RE,G,10,1890,Beacon Hill
400444000,4300000,0,3981,Row_Middle,4212,4,5,3,1,1,4,R1,Y,RM,M,10,1890,South End
501474000,4274500,797.63,5439,Row_Middle,6436,4,6,5,1,2,4,R2,Y,RM,F,12,1900,Beacon Hill
400455000,4200000,0,4146,Row_Middle,4404,4,4,3,0,1,1,R1,Y,RM,M,12,1860,South End
501584000,3900000,887.17,4396,Row_Middle,5570,4,4,2,2,1,5,R1,Y,RM,G,10,1809,Beacon Hill
501533000,3877500,0,3849,Row_Middle,4748,4,4,3,1,1,2,R1,Y,RM,M,9,1900,Beacon Hill
501644000,3810000,858.3,4449,Row_Middle,6108,3,5,3,1,2,0,R1,Y,RM,G,11,1890,Beacon Hill
400265000,3699000,0,2702,Row_End,3564,3,3,3,1,1,3,R1,Y,RE,F,8,1890,South End
400132000,3533000,0,2611,Row_Middle,3400,3,4,3,3,1,2,R1,Y,RM,M,9,1890,South End
502457000,3300000,0,2406,Row_Middle,3245,3,3,2,0,1,5,R1,N,RM,F,9,1890,Beacon Hill
400129000,3299000,0,2611,Row_Middle,3394,3,4,4,1,1,1,R1,Y,RM,M,9,1900,South End
402848000,3220000,771.81,4172,Row_Middle,4648,4,5,4,0,2,2,R1,Y,RM,F,12,1860,South End
402491000,3185000,698.31,4561,Row_Middle,4869,4,5,3,1,2,1,R2,Y,RM,F,8,1860,South End
300131000,3150000,754.13,4177,Row_Middle,4688,4,5,3,1,2,5,R1,Y,RM,M,10,1880,Beacon Hill
402732000,3100000,871.28,3558,Row_Middle,4017,4,4,2,1,2,1,R2,Y,RM,M,8,1860,South End
502529000,3100000,0,1540,Row_End,3564,2,3,2,0,1,0,R1,N,RE,M,5,1899,Beacon Hill
305889000,3043000,854.06,3563,Row_Middle,4480,3.5,4,4,1,1,3,R1,Y,RM,G,8,1890,South End
502303000,2892750,0,2574,Row_Middle,2664,2,4,3,0,1,1,R1,N,RM,F,8,1890,Beacon Hill
400735000,2800000,840.08,3348,Row_Middle,3728,4,5,3,1,2,0,R2,Y,RM,F,10,1865,South End
400258000,2795000,0,2447,Semi_Det,2600,4,3,2,1,2,0,R1,N,SD,M,10,1855,South End
501801000,2725000,0,2070,Row_End,2838,3.5,5,4,0,1,5,R1,N,RE,G,10,1830,Beacon Hill
502380000,2700000,0,2576,Row_End,3170,4,3,3,1,1,2,R1,Y,RE,G,7,1890,Beacon Hill
400366000,2540000,0,2212,Row_Middle,2940,3,4,3,0,1,0,R1,Y,RM,M,12,1890,South End
500936000,2500000,0,2275,Row_Middle,3540,3,4,2,2,2,3,R2,Y,RM,M,8,1899,South End
500871000,2400000,0,1935,Row_Middle,2480,3,3,2,1,1,1,R1,Y,RM,M,7,1890,South End
305883000,2320000,0,1636,Row_End,2802,2,3,2,2,1,2,R1,Y,RE,G,9,1899,South End
500216000,2300000,0,2253,Row_End,2664,2.5,3,2,1,1,5,R1,Y,RE,G,7,1899,South End
401582000,2225000,846.01,2630,Row_Middle,3060,3,3,3,0,1,3,R1,N,RM,F,10,1883,Fenway
1901799000,2209000,547.32,4036,Victorian,5948,3,5,4,0,2,2,R1,Y,VT,M,14,1878,Jamaica Plain
306980000,2170000,871.14,2491,Row_End,2708,3,4,2,1,1,2,R1,Y,RE,M,8,1890,South End
500872000,2160000,0,1935,Row_Middle,2480,3,3,2,1,1,0,R1,Y,RM,M,10,1875,South End
1902425000,2100000,429.8,4886,Colonial,9683,2,3,4,1,1,4,R1,Y,CL,G,11,1930,Jamaica Plain
501590010,2045000,0,2064,Row_Middle,2184,4,3,3,0,1,3,R1,N,RM,F,8,1890,Beacon Hill
306983000,2000000,802.89,2491,Row_End,2708,3,5,1,1,1,1,R1,Y,RE,M,8,1890,South End
401590000,2000000,737.19,2884,Row_Middle,2968,3,5,3,0,1,2,R1,Y,RM,F,8,1880,Fenway
203727000,2000000,668.45,2992,Semi_Det,3740,4,4,3,1,2,3,R2,Y,SD,M,10,1882,Charlestown
305877000,1960000,0,1604,Row_Middle,2304,2.5,3,2,1,1,2,R1,Y,RM,G,7,1890,South End
502058000,1900000,860.51,2112,Row_End,2640,4,4,2,2,1,1,R1,N,RE,G,9,1899,Beacon Hill
203129000,1875000,651.49,2878,Row_Middle,3790,3,3,3,0,1,4,R1,Y,RM,F,10,1850,Charlestown
203777000,1865000,800.43,2330,Row_End,3118,3,3,3,1,1,0,R1,Y,RE,F,8,1870,Charlestown
203151000,1775000,893.76,1986,Semi_Det,2680,3,5,3,1,1,1,R1,Y,SD,F,7,1855,Charlestown
1000685000,1760000,365.9,4810,Decker,7275,3,7,3,1,3,1,R3,N,DK,G,14,1905,Mission Hill
1000684000,1750000,377.56,4635,Decker,6330,3,8,3,0,3,0,R3,N,DK,H,17,1895,Mission Hill
300217000,1717500,0,1344,Row_Middle,1792,3,3,1,1,1,0,R1,Y,RM,G,6,1860,Beacon Hill
1000769000,1700000,428.54,3967,Decker,6029,3,6,4,0,3,0,R3,N,DK,G,14,1890,Mission Hill
502181000,1665000,886.11,1879,Row_Middle,2250,3.5,4,3,0,1,3,R1,Y,RM,G,10,1827,Beacon Hill
1902291001,1661000,494.49,3359,Colonial,5810,2.5,5,4,1,1,1,R1,Y,CL,L,10,1935,Jamaica Plain
203776000,1654250,728.42,1840,Row_Middle,2524,3,4,2,1,1,0,R1,Y,RM,F,8,1870,Charlestown
400104000,1650000,726.23,2272,Row_Middle,2448,3,4,2,0,2,0,R2,Y,RM,M,9,1868,South End
1000089000,1620000,578.78,0,Row_Middle,0,3,0,0,0,0,0,CM,N,RM,U,0,1999,Mission Hill
1001435000,1602000,345.85,4632,Decker,6634,3.5,9,3,0,3,0,R3,N,DK,G,18,1905,Mission Hill
502207000,1600000,0,1458,Row_End,2220,2.5,3,2,1,1,0,R1,Y,RE,S,5,1890,Beacon Hill
203118000,1575000,602.99,2612,Row_Middle,2807,3,4,2,1,1,1,R1,Y,RM,M,8,1865,Charlestown
1000501000,1550000,519.79,2982,Decker,4134,3,12,4,0,3,0,R3,N,DK,F,19,1905,Mission Hill
1001190000,1515000,351.18,4314,Decker,6642,3,12,4,0,3,0,R3,N,DK,G,16,1910,Mission Hill
203135000,1502741,593.03,2467,Row_Middle,3644,3,3,3,0,1,0,R1,Y,RM,M,8,1839,Charlestown
203271000,1500000,813.01,1845,Row_Middle,2720,3,3,2,1,1,2,R1,Y,RM,M,6,1875,Charlestown
1000586000,1500000,452.9,3312,Decker,4416,3,11,3,0,3,0,R3,N,DK,F,18,1900,Mission Hill
603637000,1434500,353.67,4056,Decker,5766,3,7,3,0,3,0,R3,N,DK,F,17,1890,South Boston
2100594000,1400000,248.8,5627,Other,8487,2.5,14,4,0,2,2,R2,N,OH,H,20,1890,Allston
1901749000,1400000,217.97,6423,Row_End,8904,3,9,3,0,3,0,R3,Y,RE,F,21,1912,Jamaica Plain
1901970000,1380000,552.88,2496,Colonial,4470,2,3,2,1,1,1,R1,Y,CL,H,7,1929,Jamaica Plain
701410000,1370000,379.19,3613,Decker,3919,3,6,4,0,3,0,R3,Y,DK,F,17,1890,South Boston
1000594000,1369000,371.91,3681,Decker,5250,3,9,3,0,3,0,R3,Y,DK,F,15,1905,Mission Hill
203495000,1350000,479.4,2816,Row_Middle,4155,3,4,1,1,1,0,R1,Y,RM,G,8,1860,Charlestown
1900690000,1350000,380.5,3548,Conventional,5595,2,6,3,0,2,1,R2,Y,CV,G,12,1868,Jamaica Plain
602047000,1350000,369.86,3650,Semi_Det,5408,2.5,6,3,0,3,0,R3,N,SD,G,13,1880,South Boston
601430000,1350000,301,3474,Row_Middle,4632,3,6,3,0,3,0,R3,Y,RM,F,13,1892,South Boston
602085000,1335000,667.17,2071,Row_Middle,2888,3,3,3,0,3,0,R3,N,RM,M,7,1890,South Boston
1901707000,1300000,554.84,2343,Colonial,4366,2,3,2,1,1,2,R1,Y,CL,G,10,1920,Jamaica Plain
602053000,1300000,431.32,3014,Conventional,5016,2,5,3,0,3,0,R3,Y,CV,G,12,1930,South Boston
2004238012,1299000,321.77,4037,Colonial,7144,2,5,3,1,1,3,R1,Y,CL,H,8,1940,West Roxbury
1902379000,1295000,474.36,2730,Colonial,4128,2,3,2,1,1,2,R1,Y,CL,G,7,1928,Jamaica Plain
1000101000,1275000,391.83,3444,Row_Middle,3571,3,11,6,0,3,0,R3,N,RM,F,19,1900,Mission Hill
1600086030,1275000,252.78,5044,Conventional,9252,2.5,6,3,0,3,4,R2,N,CV,G,11,1900,Dorchester
502133000,1274000,758.33,1680,Row_Middle,1680,3,2,2,0,1,0,R1,Y,RM,G,5,2006,Beacon Hill
1902042000,1265000,376.71,3358,Conventional,6024,2,8,3,0,2,0,R2,N,CV,H,14,1923,Jamaica Plain
1900071001,1265000,264.2,4788,Decker,6690,3,6,3,0,3,0,R3,N,DK,F,15,1910,Jamaica Plain
2100974000,1250000,385.09,3246,Conventional,5753,2,11,4,0,2,0,R2,N,CV,H,14,1920,Allston
1902033000,1250000,353.61,2954,Two_Fam_Stack,4946,2,6,2,0,2,2,R2,N,TF,H,16,1925,Jamaica Plain
2100798010,1235000,501.22,2464,Two_Fam_Stack,4086,2,10,3,0,2,0,R2,N,TF,G,16,1900,Allston
1902351000,1233500,510.55,2416,Colonial,3746,2,4,2,1,1,2,R1,Y,CL,G,8,1960,Jamaica Plain
1901161000,1226000,389.08,3151,Conventional,4724,3,8,4,1,3,0,R3,Y,CV,M,16,1905,Jamaica Plain
1902371000,1217000,295.68,3546,Colonial,5948,2,5,3,1,1,3,R1,Y,CL,G,13,1921,Jamaica Plain
1901775000,1210000,429.84,2815,Colonial,4644,2,6,3,1,1,2,R1,Y,CL,G,11,1890,Jamaica Plain
604265000,1210000,410.03,1592,Conventional,2360,2,3,1,1,1,0,R1,N,CV,F,7,1900,South Boston
200323000,1202000,571.56,2103,Conventional,3351,2,3,3,0,2,3,R2,Y,CV,G,8,1855,Charlestown
1902545000,1200000,484.46,1356,Other,2876,1,3,1,0,1,2,R1,N,OH,G,7,1947,Jamaica Plain
702567000,1200000,343.05,3522,Decker,5290,3,7,3,0,3,0,R3,Y,DK,F,17,1905,South Boston
1901694000,1200000,336.7,3564,Conventional,5733,2.5,6,3,0,2,0,R2,N,CV,L,13,1910,Jamaica Plain
1901339000,1200000,288.95,4153,Conventional,6570,2.5,6,2,1,2,0,E,N,CV,G,14,1900,Jamaica Plain
601037000,1175000,366.39,0,Conventional,0,0,0,0,0,0,0,RL,N,CV,U,0,0,South Boston
2102485000,1175000,358.89,3274,Conventional,5200,2.5,7,3,1,2,1,R2,N,CV,G,14,1910,Brighton
104605000,1175000,356.06,3420,Semi_Det,4630,4,4,3,0,2,0,R2,Y,SD,F,9,1900,East Boston
1902360000,1168000,471.73,2476,Colonial,3894,2,4,2,0,1,1,R1,Y,CL,L,8,1935,Jamaica Plain
1100169001,1160000,260.32,4456,Conventional,6748,3,5,4,1,2,1,R2,Y,CV,M,11,2006,Roxbury
200118000,1150000,523.2,2333,Colonial,3704,3.5,3,2,1,1,1,R1,N,CL,G,17,1840,Charlestown
2100448000,1150000,506.16,2272,Conventional,3794,2,8,4,0,3,0,R3,N,CV,G,14,1890,Allston
201120000,1150000,436.93,2632,Row_Middle,3632,3,3,2,1,1,2,R1,Y,RM,F,9,1880,Charlestown
2003891000,1150000,410.57,2399,Colonial,4149,1.5,5,2,1,1,1,R1,N,CL,G,9,1940,West Roxbury
2003892000,1150000,378.17,0,Colonial,0,0,0,0,0,0,0,RL,N,CL,U,0,0,West Roxbury
1000574000,1150000,372.41,3088,Decker,4254,3,9,3,0,3,0,R3,Y,DK,F,18,1905,Mission Hill
1900115000,1135000,445.8,2546,Colonial,4445,2,5,3,0,1,0,R1,Y,CL,G,10,1885,Jamaica Plain
203769000,1130000,716.55,1577,Colonial,2232,2.5,4,2,0,1,4,R1,Y,CL,L,7,1850,Charlestown
201249000,1117500,477.56,2409,Row_End,3686,3,4,2,1,1,1,R1,Y,RE,F,17,2005,Charlestown
201098000,1112500,661.02,1683,Row_End,2244,3,3,1,0,1,3,R1,Y,RE,F,7,1875,Charlestown
2006675000,1110000,381.57,2909,Colonial,4500,2.5,6,3,1,1,0,R1,Y,CL,G,11,1900,West Roxbury
200360000,1100000,586.67,2346,Row_End,3123,3,4,2,0,1,0,R1,Y,RE,M,8,1870,Charlestown
2003696000,1100000,434.44,1120,Colonial,2424,1,2,1,0,1,1,R1,Y,CL,G,5,1955,West Roxbury
2100506000,1100000,335.06,3388,Conventional,5227,2.5,5,3,1,2,0,R2,N,CV,G,11,1885,Allston
2102745000,1100000,320.98,3427,Conventional,6028,2,4,2,0,2,0,R2,N,CV,G,12,1930,Brighton
1103394000,1100000,315.64,3485,Conventional,5140,3.5,7,4,0,3,1,R3,Y,CV,G,17,1905,Jamaica Plain
2005844010,1100000,293.8,3232,Colonial,6074,2,4,2,1,1,1,R1,Y,CL,G,8,2002,West Roxbury
1901740000,1100000,257.79,4267,Conventional,7396,2.5,8,2,0,2,0,R2,Y,CV,H,14,1905,Jamaica Plain
2006601000,1093600,393.1,2496,Colonial,4788,2,4,2,1,1,2,R1,Y,CL,H,10,1910,West Roxbury
701319000,1087000,484.4,2244,Conventional,3586,3,5,3,1,3,0,R3,N,CV,F,15,1910,South Boston
1901721000,1078000,385,2778,Two_Fam_Stack,4267,2,5,2,0,2,2,R2,Y,TF,H,13,1922,Jamaica Plain
1902786000,1075000,385.58,2788,Colonial,4395,2,4,1,1,1,1,R1,Y,CL,G,8,1920,Jamaica Plain
603178000,1075000,357.62,3006,Decker,3271,3,6,3,0,3,0,R3,N,DK,F,14,1930,South Boston
200694000,1050000,409.36,2565,Conventional,3800,2.5,4,3,0,2,2,R2,N,CV,L,10,1802,Charlestown
1302983000,1050000,207.43,5062,Decker,7691,3,7,4,0,3,0,R3,Y,DK,H,18,1905,Dorchester
1900369000,1036000,271.63,3814,Conventional,5900,2.5,6,2,1,2,0,R2,N,CV,G,12,1905,Jamaica Plain
1000591000,1030000,377.84,2726,Conventional,4080,2.5,7,2,0,2,0,R2,N,CV,G,14,1900,Mission Hill
201140000,1025000,561.95,1824,Row_Middle,2432,3,3,2,1,1,2,R1,Y,RM,F,7,1885,Charlestown
1901726000,1015000,355.02,2566,Colonial,4304,2,5,1,1,1,1,R1,Y,CL,L,11,1896,Jamaica Plain
104636000,1015000,353.78,2100,Row_End,3084,3,3,4,0,3,0,R3,N,RE,G,11,1899,East Boston
1302593000,1010800,405.46,2244,Colonial,3898,2,5,2,1,1,1,R1,Y,CL,L,9,1910,Dorchester
201095000,1004000,389.3,2579,Conventional,2944,3,3,3,1,1,0,R1,N,CV,F,6,1870,Charlestown
200829000,1000000,588.93,1698,Row_Middle,2364,3,2,2,0,1,2,R1,N,RM,F,7,1860,Charlestown
201224010,1000000,586.17,1706,Row_End,2512,2.5,3,2,2,1,2,R1,Y,RE,G,5,2001,Charlestown
203202000,1000000,466.85,2142,Row_End,2856,3,4,1,1,1,0,R1,N,RE,F,9,1857,Charlestown
1902495000,1000000,368.73,2280,Colonial,3956,2,4,1,1,1,1,R1,Y,CL,G,9,1939,Jamaica Plain
601017000,1000000,339.79,2943,Row_Middle,4143,3,6,3,0,3,0,R3,Y,RM,F,12,1890,South Boston
702313000,1000000,338.64,2953,Semi_Det,4243,3,6,3,0,3,0,R3,N,SD,F,15,1905,South Boston
1900616000,1000000,335.57,2980,Colonial,4677,2.5,4,3,0,2,0,R1,Y,CL,M,11,1920,Jamaica Plain
1102909000,999000,269.64,3705,Decker,5528,3,9,3,0,3,0,R3,N,DK,F,15,1905,Jamaica Plain
1103345000,997500,246.91,4040,Colonial,6973,2,8,2,1,1,0,R1,Y,CL,H,14,1900,Jamaica Plain
101944000,990000,185.19,5346,Decker,7512,3,8,3,0,3,0,R3,Y,DK,F,18,1915,East Boston
1900184000,989000,280.73,3523,Conventional,5705,2.5,5,3,0,3,0,R3,N,CV,G,14,1930,Jamaica Plain
203053000,980075,390.78,2508,Conventional,3688,3,6,2,0,2,0,R2,N,CV,F,16,1890,Charlestown
200181000,980000,390.13,2287,Colonial,3664,2,3,2,2,1,0,R1,Y,CL,G,9,1885,Charlestown
1002318000,980000,238.38,4111,Decker,5471,3,9,3,0,3,0,R3,Y,DK,F,18,1900,Jamaica Plain
200828000,975000,574.2,1698,Row_End,2280,3,3,3,0,1,1,R1,Y,RE,F,7,1858,Charlestown
200857000,975000,449.1,2171,Row_Middle,2352,3,6,1,1,1,0,R1,Y,RM,F,10,1860,Charlestown
500069003,972000,642.86,1512,Semi_Det,2128,3,3,1,1,1,3,R1,Y,SD,G,7,1920,Downtown
1902347017,971000,536.46,1810,Other,3926,1,3,2,1,1,1,R1,Y,OH,G,6,1960,Jamaica Plain
1901371000,970000,562.65,1724,Two_Fam_Stack,2896,2,2,2,1,2,2,R2,Y,TF,H,9,1900,Jamaica Plain
1102361000,970000,234.98,4128,Decker,6416,3,9,3,0,3,0,R3,N,DK,F,18,1905,Jamaica Plain
1102360000,970000,230.79,4203,Decker,6516,3,9,3,0,3,0,R3,N,DK,F,18,1905,Jamaica Plain
202518000,965000,414.7,2327,Row_End,3128,3.5,4,4,0,3,0,R3,N,RE,G,8,1870,Charlestown
1900293000,965000,260.46,3705,Conventional,5723,2.5,9,3,0,3,0,R3,N,CV,G,18,1905,Jamaica Plain
603066000,963000,450.42,2704,Conventional,4224,3,4,2,0,2,0,R2,N,CV,F,10,2013,South Boston
203098000,950000,581.04,1635,Semi_Det,2505,2,3,1,1,1,0,R1,Y,SD,G,7,1890,Charlestown
200491000,950000,473.82,2005,Row_End,2831,3,4,3,0,3,0,R3,N,RE,F,9,1890,Charlestown
200079000,950000,395.67,2397,Row_Middle,3280,3,5,3,0,2,0,R2,Y,RM,F,12,1880,Charlestown
201135000,949000,412.97,2298,Semi_Det,3058,3,3,2,1,1,0,R1,Y,SD,M,9,1885,Charlestown
703249000,948000,328.82,2883,Decker,3988,3,6,3,0,3,0,R3,N,DK,F,14,1913,Dorchester
1901977003,945000,448.72,2106,Colonial,3351,2,3,2,0,1,1,R1,Y,CL,H,7,1949,Jamaica Plain
1900772000,934000,417.71,2236,Two_Fam_Stack,3474,2,4,2,0,2,0,R2,N,TF,H,9,1929,Jamaica Plain
2102853000,928000,322.22,2880,Two_Fam_Stack,4496,2,6,4,0,2,0,R2,N,TF,H,12,1965,Brighton
1000713000,925000,381.76,2423,Other,4799,2,4,2,0,2,0,R2,N,OH,G,10,1931,Mission Hill
2002218000,925000,303.48,3048,Colonial,5180,2,6,1,0,1,1,R1,Y,CL,H,10,1920,West Roxbury
1900188000,920000,281.86,3264,Decker,4620,3,6,3,0,3,0,R3,N,DK,H,15,1900,Jamaica Plain
1103063000,909500,567.73,1602,Colonial,2998,2,5,2,1,1,0,R1,Y,CL,G,8,1927,Jamaica Plain
1900982090,909500,475.43,1913,Colonial,3835,2,3,2,1,1,2,R1,Y,CL,H,7,1999,Jamaica Plain
603490000,908000,348.56,2605,Decker,3476,3,5,3,0,3,0,R3,N,DK,F,14,1890,South Boston
2006611006,900000,451.13,1581,Colonial,2740,2,4,1,1,1,0,R1,Y,CL,G,7,1955,West Roxbury
201181000,900000,324.44,2762,Row_Middle,3819,3,5,2,0,2,0,R2,Y,RM,F,11,1880,Charlestown
103885000,900000,243.9,3632,Row_Middle,4854,4,6,4,3,3,0,R3,Y,RM,F,14,1910,East Boston
1302497000,900000,218.66,4116,Conventional,7588,1.5,4,2,1,2,1,R2,Y,CV,H,13,1925,Dorchester
703117000,900000,216.71,3399,Decker,5195,3,6,3,0,3,3,R3,Y,DK,F,15,1905,Dorchester
203125010,899000,561.88,1600,Semi_Det,2120,3,3,2,0,1,0,R1,Y,SD,F,7,1993,Charlestown
1103401000,898018,312.25,2876,Conventional,4556,2.5,5,3,0,2,0,R2,Y,CV,G,12,1895,Jamaica Plain
201615000,895000,500.84,1787,Semi_Det,2007,3,3,3,1,1,1,R1,Y,SD,F,6,2011,Charlestown
600695000,889900,429.9,2070,Conventional,2598,3,2,1,2,1,0,R1,Y,CV,F,5,0,South Boston
1102430000,889000,285.12,3118,Conventional,5416,2,3,3,0,3,0,R3,Y,CV,H,11,1900,Jamaica Plain
1002104000,888000,345.26,2572,Two_Fam_Stack,3755,2,5,2,0,2,2,R2,N,TF,H,10,1925,Jamaica Plain
2002235000,887900,264.65,3355,Colonial,5975,2,3,2,1,1,2,R1,Y,CL,G,10,1892,West Roxbury
2006849000,880000,453.61,1940,Colonial,3231,2,4,1,1,1,1,R1,Y,CL,H,7,1910,West Roxbury
702221000,880000,303.03,2904,Semi_Det,3854,3,6,3,0,3,0,R3,Y,SD,F,14,1899,South Boston
201387000,879000,557.03,1578,Colonial,2458,2,4,1,1,1,1,R1,Y,CL,G,7,1965,Charlestown
202930000,878000,379.59,2313,Colonial,3576,2.5,4,3,0,1,2,R1,Y,CL,G,9,1994,Charlestown
701307000,875000,260.65,3357,Semi_Det,4836,3,6,2,0,2,0,R2,Y,SD,F,15,1910,South Boston
2102801000,875000,239.46,3654,Decker,5304,3,6,3,0,3,0,R3,Y,DK,F,15,1917,Brighton
1101230000,875000,233.46,3748,Conventional,5915,2.5,5,3,0,3,0,R3,N,CV,H,14,1900,Jamaica Plain
201506000,870000,587.84,1480,Colonial,2472,2,3,3,0,1,1,R1,Y,CL,G,6,1890,Charlestown
603664000,870000,439.39,1980,Colonial,3108,2,3,1,1,1,0,R1,Y,CL,H,7,1905,South Boston
701214000,870000,308.29,2822,Decker,3753,3,6,4,0,3,0,R3,Y,DK,F,16,1910,South Boston
203107000,865000,286.14,3023,Conventional,4144,3,3,3,0,2,0,R2,N,CV,F,12,1885,Charlestown
1900210000,858600,450,1908,Two_Fam_Stack,3406,2,5,2,0,2,0,R2,Y,TF,H,9,1905,Jamaica Plain
1902325000,855000,475.53,1798,Colonial,3325,2,3,1,1,1,1,R1,Y,CL,G,7,1940,Jamaica Plain
105978000,853125,261.37,3177,Semi_Det,4002,3,6,1,1,1,2,R1,Y,SD,M,12,1900,East Boston
1902880000,850100,259.49,3276,Decker,4842,3,8,3,0,3,0,R3,N,DK,F,15,1900,Roslindale
603791000,850000,421,2019,Row_End,2766,3,3,3,0,3,0,R3,N,RE,F,7,1890,South Boston
203100000,850000,408.65,2080,Conventional,2745,3,3,2,0,2,0,R2,Y,CV,F,8,1905,Charlestown
2102713000,850000,355.35,2700,Two_Fam_Stack,4120,2,4,2,0,2,2,R2,N,TF,H,12,1920,Brighton
1900380000,850000,213.14,3988,Conventional,5681,3,6,3,0,3,0,R3,N,CV,L,15,1905,Jamaica Plain
1001704000,848000,196.57,4314,Conventional,5731,3,6,3,0,3,0,R3,N,CV,M,15,1900,Jamaica Plain
1901264000,847500,341.87,2479,Semi_Det,3816,2.5,5,2,0,2,1,R2,N,SD,L,13,1930,Jamaica Plain
1901264020,847500,341.87,2479,Semi_Det,3816,2.5,5,2,0,2,1,R2,N,SD,L,13,1930,Jamaica Plain
601002000,845000,238.3,3402,Decker,5058,3,6,3,0,3,0,R3,N,DK,F,15,1890,South Boston
201048000,844000,604.15,1340,Row_Middle,2163,2,3,2,1,1,0,R1,Y,RM,G,6,1865,Charlestown
1902426001,830000,739.75,1122,Cape,2004,1.5,2,1,0,1,1,R1,Y,CP,G,4,1950,Jamaica Plain
201053000,830000,406.66,2041,Colonial,3515,2,4,2,0,1,0,R1,Y,CL,G,9,1880,Charlestown
2101162000,830000,295.79,2806,Row_End,4329,2,9,3,1,2,0,R2,N,RE,F,17,1885,Allston
2007750000,830000,249.77,2924,Victorian,5337,2,3,2,0,1,0,R1,Y,VT,G,9,1910,West Roxbury
2002032000,830000,245.42,3382,Colonial,6075,2,5,2,1,1,1,R1,Y,CL,G,10,1905,West Roxbury
201775000,825000,668.02,1235,Semi_Det,2112,2,4,1,1,1,1,R1,Y,SD,G,8,1860,Charlestown
701835000,825000,231.29,3567,Decker,4764,3,8,3,0,3,0,R3,Y,DK,F,17,1905,South Boston
702036000,820000,437.1,1876,Semi_Det,2632,3,4,1,0,1,0,R1,Y,SD,M,8,1900,South Boston
1902301000,820000,416.03,1648,Colonial,2692,2,3,2,0,1,1,R1,Y,CL,G,8,1925,Jamaica Plain
1902337000,820000,339.69,2040,Colonial,3324,2,3,2,1,1,1,R1,N,CL,G,6,1934,Jamaica Plain
200106010,815000,533.73,1527,Semi_Det,2340,2,3,2,1,1,1,R1,Y,SD,H,6,1899,Charlestown
1902310003,815000,378.89,2151,Other,2916,1,3,2,1,1,1,R1,Y,OH,G,7,1960,Jamaica Plain
1902422000,810000,383.52,2112,Colonial,3615,2,4,1,1,1,1,R1,N,CL,G,7,1935,Jamaica Plain
602210010,810000,327.8,2263,Semi_Det,3672,2,3,2,0,2,0,R2,N,SD,G,8,1910,South Boston
2001796000,810000,303.6,2371,Colonial,4256,2,5,2,1,1,1,R1,Y,CL,G,9,1910,West Roxbury
1302140000,810000,185.69,4362,Decker,6458,3,12,3,3,3,0,R3,N,DK,F,20,1905,Dorchester
701735000,805000,651.29,1266,Row_End,1947,2,3,1,0,1,0,R1,Y,RE,F,6,1900,South Boston
2007499000,805000,292.41,3182,Colonial,4944,2,4,2,1,1,1,R1,N,CL,G,7,0,West Roxbury
2001686000,803000,305.32,2756,Colonial,4858,2,7,3,0,1,2,R1,Y,CL,G,12,1895,West Roxbury
1902825005,801000,430.65,1860,Conventional,3232,2,3,2,1,1,1,R1,Y,CV,G,10,1959,Jamaica Plain
2005075020,800000,276.34,2895,Colonial,4660,2.5,3,3,1,1,1,R1,Y,CL,G,8,2005,Roslindale
2008409000,800000,271.55,2946,Colonial,5429,2,4,2,1,1,1,R1,Y,CL,G,9,2007,West Roxbury
700515000,800000,241.47,2678,Conventional,3644,3,4,4,0,2,0,R2,N,CV,F,8,2002,South Boston
1103635000,799000,346.79,2304,Colonial,4190,2,4,2,1,1,0,R1,Y,CL,G,9,2004,Jamaica Plain
1103155000,795000,361.2,2201,Conventional,3876,2,5,3,0,2,0,R2,N,CV,G,12,1900,Jamaica Plain
1301931000,795000,184.16,4317,Decker,6264,3,12,3,0,3,0,R3,N,DK,F,18,1905,Dorchester
1301945000,792000,209.69,3765,Decker,5833,3,6,3,0,3,0,R3,N,DK,F,15,1905,Dorchester
105479000,790000,270.09,2376,Row_Middle,3168,3,8,3,0,3,0,R3,N,RM,F,15,1910,East Boston
2005176000,789900,233.49,3383,Colonial,4635,2,4,3,1,1,0,R1,Y,CL,G,9,2008,Roslindale
200891000,785000,644.5,1131,Cape,1816,1.5,2,2,0,1,1,R1,Y,CP,G,5,1920,Charlestown
603977000,785000,384.8,2040,Row_Middle,3034,3,3,3,1,3,0,R3,N,RM,M,11,1910,South Boston
1301821000,785000,230.54,3405,Decker,5401,3,6,3,0,3,0,R3,N,DK,F,15,1905,Dorchester
1101412000,784500,389.14,2016,Colonial,3326,2,4,1,1,1,0,R1,Y,CL,M,8,1900,Jamaica Plain
702704000,780000,439.19,1776,Semi_Det,2672,2,2,2,0,2,0,R2,Y,SD,F,9,1910,South Boston
1901508000,780000,353.58,2206,Two_Fam_Stack,3481,2,5,2,0,2,0,R2,N,TF,H,11,1940,Jamaica Plain
1302844000,780000,224.72,3471,Decker,5348,3,9,3,0,3,0,R3,N,DK,F,15,1905,Dorchester
103968000,780000,205.53,3795,Decker,5543,3,9,3,0,3,0,R3,N,DK,F,17,1900,East Boston
