"Reporting ID","Data Year","MapLot","Compliance Status","BEUDO Category","BEUDO Property Type","PD Parcel Living Area","PD Parcel Units","Address","Year Built","Buildings Included","Buildings Included Count","Primary Property Type - Self Selected","All Property Uses","Property GFA - Self Reported (ft2)","Reported Residential Units","Owner","Owner Line 2","ENERGY STAR Score","Electricity Use - Grid Purchase (kWh)","Electricity Use - Grid Purchase (kBtu)","Natural Gas Use (therms)","Natural Gas Use (kBtu)","Fuel Oil #1 Use (kBtu)","Fuel Oil #2 Use (kBtu)","Fuel Oil #4 Use (kBtu)","Fuel Oil #5 & 6 Use (kBtu)","Diesel #2 Use (kBtu)","Kerosene Use (kBtu)","District Chilled Water Use (kBtu)","District Steam Use (kBtu)","Electricity Use - Generated From Onsite Renewable Systems (kWh)","Site Energy Use (kBtu)","Weather Normalized Site Energy Use (kBtu)","Site EUI (kBtu/ft2)","Weather Normalized Site EUI (kBtu/ft2)","Source Energy Use (kBtu)","Weather Normalized Source Energy Use (kBtu)","Source EUI (kBtu/ft2)","Weather Normalized Source EUI (kBtu/ft2)","Total GHG Emissions (Metric Tons CO2e)","Water Use (All Water Sources) (kgal)","Water Intensity (All Water Sources) (gal/ft2)","Grid Electricity Emissions Factor (Metric Tons CO2e per Million Btus)","Grid Electricity Emissions (Metric Tons CO2e)","Natural Gas Emissions Factor (Metric Tons CO2e per Million Btus)","Natural Gas Emissions (Metric Tons CO2e)","Fuel Oil #1 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #1 Emissions (Metric Tons CO2e)","Fuel Oil #2 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #2 Emissions (Metric Tons CO2e)","Fuel Oil #4 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #4 Emissions (Metric Tons CO2e)","Fuel Oil #5 or #6 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #5 or #6 Emissions (Metric Tons CO2e)","Diesel Emissions Factor (Metric Tons CO2e per Million Btus)","Diesel Emissions (Metric Tons CO2e)","Kerosene Emissions Factor (Metric Tons CO2e per Million Btus)","Kerosene Emissions (Metric Tons CO2e)","District Steam Emissions Factor (Metric Tons CO2e per Million Btus)","District Steam Emissions (Metric Tons CO2e)","District Chilled Water Emissions Factor (Metric Tons CO2e per Million Btus)","District Chilled Water Emissions (Metric Tons CO2e)","Latitude","Longitude","Coordinates"
"B1197","2017","169-69","Compliant","Non-Residential","College/University","48,249","1","14 Appian way","1968","319-7","1","College/University","College/University (45952.0)","45,952",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"438,650.6","1,496,675.7","24,094.4","2,409,444.8",,,,,,,,,,"3,906,120.6","3,982,397.2","85","86.7","6,720,609.1","6,791,595.7","146.3","147.8","240.1345","590.3","12.85","0.0749","112.1573","0.0531","127.9772","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3754","-71.1213","POINT (-71.1212928333498 42.3754202085078)"
"B1665","2016","267F-283","Compliant","Non-Residential","Office","34,482","1","77 Fawcett Street","1973","78-4","1","Office","Office (34842.0)","34,842",,"CV PORTFOLIO WEST CAMBRIDGE, LLC,","C/O RAYTHEON BBN TECHNOLOGIES",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0749","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3917","-71.1466","POINT (-71.1466182699249 42.3916548808831)"
"B1136","2021","121-113","Compliant","Non-Residential","Office","108,932","4","1000 Massachusetts Ave","1982","489-18","1","Office","Office (108411.0),Parking (48850.0)","108,411",,"1000 MASSACHUSETTS AVE MA LLC",,"87","976,769.9","3,332,738.7","32,217.5","3,221,746.9",,,,,,,,,,"6,554,485.7","6,768,412.5","60.5","62.4","12,714,502.7","12,848,921","117.3","118.5","412.1297","461.2","4.25","0.0723","241.0072","0.0531","171.1224","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3688","-71.1109","POINT (-71.1108503182893 42.3688091570991)"
"B1162","2024","144-1","Compliant","Non-Residential","College/University","2,402,868","15","52 Oxford St","2008","241-65","1","College/University","College/University (551387.0)","551,387",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"10,125,544.4","34,548,357.5","2,588.4","258,844",,,,,,,"43,417,274.5","51,947,568.6","4,929","130,188,862.3","130,440,550.1","236.1","236.6","199,028,784.6","199,838,940.6","361","362.4","8,452.2141","4,548.3","8.25","0.0722","2,494.6422","0.0531","13.7484","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","3,449.2406","0.0575","2,494.5829","42.38","-71.1154","POINT (-71.1153942854161 42.3799827614839)"
"B1385","2019","185-58","Compliant","Non-Residential","Education","90,180",,"1 Matignon Rd.","1949","2-10, 2-11, 2-9","3","K-12 School","K-12 School (96508.0)","96,508",,"ARCHDIOCESE CENTRAL HIGH SCHOOL INC.",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0656","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.4015","-71.1317","POINT (-71.1317433603848 42.4015177701713)"
"B1606","2024","133-51","Non-Compliant","Non-Residential","Other","37,202","2","1 Bow Street","1920","401-3","1","Mixed Use Property","Office (17508.0),Other - Restaurant/Bar (7525.0),College/University (10561.0)","35,594",,"BOW STREET ASSOCIATES LLC","% TOM WAGNER, CONTROLLER",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3722","-71.116","POINT (-71.1160192654402 42.3722232192293)"
"B1519","2015","121-114","Non-Compliant","Residential","Other","87,557","72","613-619 Green Street",,"489-19","1",,,,,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0767","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3689","-71.1117","POINT (-71.1116891018412 42.3688629714814)"
"B1350","2017","121-6","Compliant","Residential","Residential","65,184","53","1010 Massachusetts Avenue","1900","489-10","1","Multifamily Housing","Multifamily Housing (41488.0),Parking (8774.0)","41,488","53","MIT 1010 MASS AVE FEE OWNER LLC",,"82","146,985.2","501,513.5","29,919.8","2,991,984.2",,,,,,,,,,"3,493,497.6","3,551,383.8","84.2","85.6","4,545,821.1","4,606,601.6","109.6","111","196.5009","1,304.3","31.44","0.0749","37.5822","0.0531","158.9186","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3692","-71.1118","POINT (-71.1118200403912 42.369212095067)"
"B1288","2018","159-1","Compliant","Non-Residential","College/University","1,223,988","1,027","29 Harvard Yard","1942","318-30","1","College/University","College/University (43263.0)","43,263",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"270,510.6","922,982.1",,,,,,,,,"88,056.4","787,546.2",,"1,798,584.6","1,786,684.6","41.6","41.3","3,611,931.5","3,599,295.9","83.5","83.2","122.0815",,,"0.0701","64.7302","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","52.2919","0.0575","5.0594","42.3732","-71.1159","POINT (-71.1159296990796 42.3731814627114)"
"B1246","2016","170-35","Non-Compliant","Residential","College/University","65,000",,"13 Appian Way","1912","307-14","1","College/University","College/University (76183.0)","76,183",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.",,"491,898.8","1,678,358.5",,,,,,,,,,,,,,,,,,,,"125.7722","506.1","6.64","0.0749","125.7722","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3755","-71.122","POINT (-71.121955481237 42.3754617197193)"
"B1608","2021","267D-339","Compliant","Non-Residential","Residential","161,348","10","799 Concord Ave","1966","65-33, 65-43","2","Senior Living Community","Senior Living Community (162853.0),Parking (664.0)","162,853",,"SANCTA MARIA HOSPITAL","","9","1,278,819.4","4,363,331.7","232,245","23,224,501",,"551,998.6",,,"161,998.2",,,,,"28,301,829.5","28,937,432.3","173.8","177.7","37,324,191.5","37,794,200.6","229.2","232.1","1,602.0843","7.4","0.05","0.0723","315.5346","0.0531","1,233.5647","0.0735","0","0.0742","40.9633","0.0753","0","0.0753","0","0.0742","12.0217","0.0777","0","0.0664","0","0.0575","0","42.3917","-71.1555","POINT (-71.155477729539 42.3916889654016)"
"B1107","2018","173-71, 173-101","Compliant","Residential","Residential","47,492","58","1610-1616-1622 Massachusetts Avenue","1880","244-9","1","Multifamily Housing","Multifamily Housing (47492.0)","47,492","56","Cambridge Realty LLC,","C/O A Mass Limited Liability Company",,"6,409","21,867.5","9,023.8207","902,382.1",,,,,,,,,,"924,249.6","947,385.5","58.4","59.8475","1,008,730.2","1,033,022.9","63.7227","65.2573","49.4634","365.7",,"0.0701","1.5336","0.0531","47.9298","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3802","-71.1204","POINT (-71.1203610763829 42.3802019763051)"
"B1328","2020","208-3","Compliant","Non-Residential","Office","25,335",,"79-81 Garden St","2006","188-3","1","Office","Office (27148.0)","27,148",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.","89","99,102.5","338,137.7","10,163.6","1,016,357",,,,,,,,,,"1,354,494.7","1,496,304.8","49.9","55.1","2,013,960.5","2,162,861","74.2","79.7","77.9411","26","0.96","0.0709","23.9575","0.0531","53.9836","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.383","-71.1271","POINT (-71.1270699702096 42.3830211423579)"
"B1667","2015","43A-24","Compliant","Non-Residential","Other","474,856","2","555 Technology Square","1976","606-1","1","Parking","Parking (230000.0)","230,000",,"CHARLES STARK DRAPER LABORATORY, INC.","ATTN:  ELIZABETH MORA - MS #05",,"290,716.1","991,923.4",,,,,,,,,,,,"991,923.4","991,245.2","4.3","4.3","2,777,385.6","2,775,486.6","12.1","12.1","76.0522","163.7","0.71","0.0767","76.0522","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3651","-71.0918","POINT (-71.0918286652695 42.3651366461705)"
"B1218","2018","157-69","Compliant","Non-Residential","College/University","1,462,119","18","25 Oxford Street","1901","266-7","1","College/University","College/University (98926.0)","98,926",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"944,116.1","3,221,324",,,,,,,,,"346,927.4","3,510,862.6",,"7,079,114.1","7,095,704.1","71.6","71.7","13,559,123.2","13,579,081.8","137.1","137.3","478.9657","1,224.8","12.38","0.0701","225.9167","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","233.116","0.0575","19.9331","42.3782","-71.1171","POINT (-71.1171268801092 42.3782056557641)"
"B1901","2021","85-1, 85-63","Compliant","Municipal","Municipal","65,054","0","147 Hampshire Street","1979","381-20, 381-10, 385-1","3","Other - Public Services","Office (22070.0),Other - Public Services (11542.0),Parking (8004.0),Other (39148.0)","80,763",,"CAMBRIDGE CITY OF","PUBLIC WORKS DEPT",,"346,696","1,182,926.9","36,330.5","3,633,052.9",,,,,,,,,"2,431.3","4,824,275.3","5,139,932.7","66.3","70.6","7,135,196.3","7,466,636.5","98.1","102.6","278.5123","257.4","3.54","0.0723","85.5434","0.0531","192.9689","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3719","-71.0974","POINT (-71.0974405954733 42.3718571475336)"
"B1799","2015","92-124","Compliant","Residential","Residential","76,782","60","150 Franklin St","2000","665-1","1","Multifamily Housing","Multifamily Housing (6652.0)","6,652","5","MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"25,103","85,651.4","3,703.3","370,329.7",,,,,,,,,,"455,981.2","449,334.9","68.5","67.5","628,670.2","615,956.4","94.5","92.6","26.237","368.3","55.37","0.0767","6.567","0.0531","19.67","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3627","-71.1024","POINT (-71.1023552970435 42.362660508596)"
"B1527","2016","52A-21","Non-Compliant","Non-Residential","College/University","3,691,096","0","105 MASSACHUSETTS AVE (REAR)","1965","668-13","1","College/University","College/University (183169.0)","183,169",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"6,312,327.6","21,537,661.6","81","8,100",,,,,,,"24,990,205.5","34,243,918.9",,"80,779,886",,"441",,"124,251,886.3",,"678.3",,"5,323.9932","3,162","17.26","0.0749","1,613.9808","0.0531","0.4302","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","2,273.7448","0.0575","1,435.8372","42.3599","-71.0925","POINT (-71.0925471038909 42.3599414026022)"
"B1206","2020","144-1","Compliant","Non-Residential","College/University","2,402,868","15","22 Divinity Ave","1953","241-59","1","College/University","College/University (65169.0)","65,169",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"403,700.8","1,377,427.1","3","305",,,,,,,"762,824.9","1,995,599.8",,"4,136,156.9","4,321,778.6","63.5","66.3","6,952,075.5","7,182,388.4","106.7","110.2","273.9426","137.3","2.11","0.0709","97.5927","0.0531","0.0162","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","132.5048","0.0575","43.8289","42.3791","-71.1146","POINT (-71.1145887436693 42.3790751860496)"
"B1528","2023","52A-21","Compliant","Non-Residential","College/University","3,691,096","0","60 Vassar Street","2018","668-39","1","College/University","College/University (237777.0)","237,777",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"5,469,336.9","18,661,377.5",,,,,,,,,"30,971,317.4","46,037,062.3",,"95,669,757.3","95,140,064.8","402.4","400.1","135,820,233.8","135,302,123.9","571.2","569","6,183.7668","6,979,737.3","29,354.13","0.0722","1,347.4869","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","3,056.7919","0.0575","1,779.488","42.3609","-71.0927","POINT (-71.0927317455279 42.3608549204712)"
"B1231","2020","170-19","Compliant","Non-Residential","College/University","159,406","0","18 Mason Street","1898","307-3","1","College/University","College/University (21864.0)","21,864",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"180,287.5","615,141",,,,,,,,,,,,"615,141","615,141","28.1","28.1","1,722,394.7","1,722,394.7","78.8","78.8","43.5836","539.3","24.66","0.0709","43.5836","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3762","-71.1228","POINT (-71.1227684896062 42.3762361024379)"
"B1080","2018","13-16","Compliant","Non-Residential","Office","301,204",,"245 First Street","1985","620-34","1","Office","Office (171514.0),Laboratory (135490.0),Parking (158440.0)","307,004",,"CLPF-CAMBRIDGE SCIENCE CENTER, LLC,",,,"7,339,255","25,041,538.2","276,794","27,679,399.1",,,,,,,,,,"52,720,937.3","52,768,297.9","171.7","171.9","99,179,675.9","98,661,873.7","323.1","321.4","3,226.3893","5,923.5","19.29","0.0701","1,756.2035","0.0531","1,470.1857","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3636","-71.0793","POINT (-71.0792736246933 42.3636139154654)"
"B1085","2018","42-87","Compliant","Non-Residential","Office","140,901","2","201 BROADWAY","1991","568-3","1","Office","Office (119248.0),Parking (10000.0)","119,248",,"BROADWAY/HAMPSHIRE","ASSOCIATES LIMITED PARTNERSHIP","69","1,666,388.2","5,685,716.7","11,925","1,192,504.9",,,,,,,,,,"6,878,221.6","6,847,500.9","57.7","57.4","17,172,136.9","17,089,888.3","144","143.3","462.0882","2,408.8","20.2","0.0701","398.7485","0.0531","63.3397","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3663","-71.0924","POINT (-71.0923933951834 42.3662545659163)"
"B1517","2018","267F-298","Compliant","Residential","Residential","56,976","61","603 Concord Ave","2015","76-29","1","Multifamily Housing","Multifamily Housing (47008.0),Urgent Care/Clinic/Other Outpatient (5648.0)","52,656","64","ABODEZ ACORN CW LLC",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0701","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3891","-71.1444","POINT (-71.1444340826319 42.3891365026433)"
"B1358","2015","137-2","Non-Compliant","Non-Residential","Other","71,940",,"485 Broadway","1960","323-1","1","Museum","Museum (45110.7)","69,797",,"President & Fellows Of Harvard College","C/O Harvard Real Estate, Inc.",,"689,154.8","2,351,396.3",,,,,,,,,"2,379,151.3","2,873,349.7",,"7,603,897.4","7,585,802.2","148.4","148","13,219,293.6","13,197,524.4","257.9","257.5","507.7677","104.2",,"0.0767","180.285","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","190.7861","0.0575","136.6965","42.3751","-71.1141","POINT (-71.1140883117136 42.3751244507418)"
"B1686","2020","91-70","Compliant","Non-Residential","Other","41,249","67","907 Main Street","2017","639-1","1","Hotel","Hotel (N/A),Restaurant (N/A),Retail Store (N/A)","39,683",,"SEAN CASEY LLC.",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0709","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3636","-71.0995","POINT (-71.0995203265586 42.3636184131907)"
"B1632","2018","257-47","Compliant","Residential","Residential","85,123","57","6 Fresh Pond Place","1979","245-2, 245-3, 245-4, 245-6, 245-9, 245-11, 245-38, 245-50","8","Multifamily Housing","Multifamily Housing (57875.0)","57,875","57","Condo building",,"49","400,149","1,365,308.4","42,786","4,278,600.2",,,,,,,,,,"5,643,908.6","5,532,136.2","97.5","95.6","8,315,393.8","8,170,500.9","143.7","141.2","323.0083","242.4","4.19","0.0701","95.7513","0.0531","227.257","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3799","-71.1535","POINT (-71.1534603209881 42.3799499682172)"
"B1016","2016","267.1-278, 267.1-232","Compliant","Non-Residential","Office","139,520","3","100 Acorn Park Drive","2005","9-4","1","Laboratory","Office (124404.0),Laboratory (77500.0)","155,000",,"Ap Cambridge Partners, LLC Tr. Acorn","Park Holdings Realty Trust","100","11,424,969.2","38,981,999.6","1,600","160,004.1",,,,,,,,,,"160,004.1","40,690,510.8","0.8","262.5","168,004.3","124,197,415.5","0.8","801.3","2,929.7164","2,164.9","10.72","0.0749","2,921.2178","0.0531","8.4986","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3981","-71.1501","POINT (-71.150058297135 42.3981064200514)"
"B1382","2015","46-12","Compliant","Non-Residential","Office","380,269","3","One Memorial Drive","1985","680-3","1","Office","Office (368425.0),Parking (84120.0),Fitness Center/Health Club/Gym (1011.0)","369,436",,"ONE MEMORIAL OWNER LLC,","C/O OXFORD PROPERTIES GROUP",,"9,312,704.9","31,774,949.2","14,510.0008","1,451,000.1",,,,,,,,,,"31,774,949.2","31,774,949.2","86","86","88,969,857.8","88,969,857.8","240.8","240.8","2,513.3018","4,061.2","10.99","0.0767","2,436.2323","0.0531","77.0696","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3616","-71.0817","POINT (-71.0816614274523 42.3616347997813)"
"B1664","2019","119-8","Compliant","Residential","Residential","108,104","88","872 Massachusetts Avenue","1902","539-2","1","Multifamily Housing","Multifamily Housing (108104.0),Parking (17312.0)","108,104","88","CAMBRIDGE TOWER CORPORATION",,"100","467,271.9","1,594,332","67,284","6,728,402.3",,,,,,,,,,"6,728,402.3","6,577,875.2","62.2","60.8","7,064,822.4","6,906,768.9","65.4","63.9","462.041","3,376.9","35.92","0.0656","104.6632","0.0531","357.3777","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3674","-71.1079","POINT (-71.1078977840608 42.3673776748627)"
"B1585","2015","169-99, 169-100","Compliant","Non-Residential","Office","53,198",,"1430 Massachusetts Ave","1900","345-2, 345-4","2","Office","Office (53198.0)","53,198",,"GH HOLDINGS LP",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0767","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3741","-71.1193","POINT (-71.119268585129 42.374132789649)"
"B1662","2017","1A-172","Compliant","Non-Residential","Office","243,293","1","Two Education Circle","2015","409-7","1","Office","Office (300000.0),Parking (58000.0)","300,000",,"Efekta House Inc.",,,"205,400","700,824.9",,,,,,,,,,,,,,,"0",,,,"0","52.5181",,,"0.0749","52.5181","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3698","-71.0687","POINT (-71.0687207274695 42.369805886342)"
"B1358","2023","137-2","Compliant","Non-Residential","Other","71,940",,"485 Broadway","1960","323-1","1","Museum","Museum (69797.0)","69,797",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.",,"404,190.2","1,379,097.1",,,,,,,,,"751,650.8","1,916,960",,"4,047,707.9","4,257,865","58","61","6,851,655.7","7,110,307.5","98.2","101.9","270.0509","114.4","1.64","0.0722","99.5808","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","127.2833","0.0575","43.1868","42.3751","-71.1141","POINT (-71.1140860560866 42.3751250397486)"
"B1461","2017","269.5-101","Non-Compliant","Non-Residential","Manufacturing/Industrial","83,930",,"5 CambridgePark Drive",,"35-1","1",,,,,"MASSACHUSETTS BAY TRANSPORTATION",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0749","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3958","-71.142","POINT (-71.1419599342866 42.3957843955397)"
"B1568","2015","54-28","Non-Compliant","Residential","College/University","186,530","350","229 VASSAR ST","2002","703-6","1","College/University","College/University (191190.0)","191,190",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY","C/O MIT INVESTMENTS MANAGEMENT CO",,"1,893,779.8","6,461,576.8",,,,,,,,,"3,528,011.9","14,550,082.6",,"24,539,671.2",,"128.4",,"38,807,253",,"203",,"1,664.2277","4,937.9","25.83","0.0767","495.4186","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","966.1037","0.0575","202.7055","42.357","-71.1017","POINT (-71.1017391582557 42.3570007708694)"
"B1691","2017","22-128","Non-Compliant","Residential","Residential","49,090","55","262 Monsignor O'Brien Hwy","2018","369-1","1","Multifamily Housing","Multifamily Housing (N/A),Parking (N/A)","49,096",,"CAMBRIDGE CAPITAL GROUP LLC,",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0749","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3734","-71.0819","POINT (-71.0819183984584 42.3734328174596)"
"B1352","2023","160-14","Compliant","Non-Residential","Healthcare","304,349",,"75 Mount Auburn Street","1964","357-11","1","Urgent Care/Clinic/Other Outpatient","Urgent Care/Clinic/Other Outpatient (69011.0)","69,011",,"PRESIDENT AND FELLOWS OF HARVARD COLLEGE",,,"1,201,036.3","4,097,935.7",,,,,,,,,"2,267,952",,,"6,365,887.7","6,311,495.4","92.2","91.5","13,538,056.2","13,488,559.2","196.2","195.5","426.2082","951.2","13.78","0.0722","295.9007","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","130.3075","42.3722","-71.1187","POINT (-71.1187198943683 42.3721978061325)"
"B1681","2021","43-76","Compliant","Non-Residential","Technology/Science","605,547","0","75 Ames Street","2014","625-4","1","Laboratory","Other - Technology/Science (79689.0),Office (81623.0),Laboratory (198303.0),Other (14256.0)","373,871",,"THE BROAD INSTITUTE, INC","",,"12,179,960.4","41,558,024.9","708,418","70,841,803.8",,,,,,,,,,"112,399,828.7","114,323,091","300.6","305.8","190,746,363.6","191,698,307.2","510.2","512.7","6,768.0197","9,914.1","26.52","0.0723","3,005.2715","0.0531","3,762.7482","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3635","-71.0885","POINT (-71.088494646048 42.3635030574016)"
"B1301","2019","169-102","Compliant","Non-Residential","Office","51,306",,"1414 Massachusetts Avenue","1873","345-7","1","Office","Office (55928.0),Bank Branch (26417.0),Parking (1716.0)","82,345",,"WELLS OPERATING PARTNERSHIP, L.P",,"58","1,174,287.9","4,006,670.4","33,724","3,372,399.9",,,,,,,,,,"7,379,070.3","7,378,556.5","89.6","89.6","14,759,697.1","14,758,258.3","179.2","179.2","442.1505","223.4","2.71","0.0656","263.0261","0.0531","179.1243","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3739","-71.1196","POINT (-71.1195862730681 42.3738834898431)"
"B1570","2024","56-4","Non-Compliant","Non-Residential","Manufacturing/Industrial","219,842","2","134 Mass Ave","1895","703-1","1","Self-Storage Facility","Self-Storage Facility (165358.0),Retail Store (36817.0)","202,175",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY","C/O MIT INVESTMENTS MANAGEMENT CO",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3598","-71.0961","POINT (-71.0960547400945 42.3598274440055)"
