"Reporting ID","Data Year","MapLot","Compliance Status","BEUDO Category","BEUDO Property Type","PD Parcel Living Area","PD Parcel Units","Address","Year Built","Buildings Included","Buildings Included Count","Primary Property Type - Self Selected","All Property Uses","Property GFA - Self Reported (ft2)","Reported Residential Units","Owner","Owner Line 2","ENERGY STAR Score","Electricity Use - Grid Purchase (kWh)","Electricity Use - Grid Purchase (kBtu)","Natural Gas Use (therms)","Natural Gas Use (kBtu)","Fuel Oil #1 Use (kBtu)","Fuel Oil #2 Use (kBtu)","Fuel Oil #4 Use (kBtu)","Fuel Oil #5 & 6 Use (kBtu)","Diesel #2 Use (kBtu)","Kerosene Use (kBtu)","District Chilled Water Use (kBtu)","District Steam Use (kBtu)","Electricity Use - Generated From Onsite Renewable Systems (kWh)","Site Energy Use (kBtu)","Weather Normalized Site Energy Use (kBtu)","Site EUI (kBtu/ft2)","Weather Normalized Site EUI (kBtu/ft2)","Source Energy Use (kBtu)","Weather Normalized Source Energy Use (kBtu)","Source EUI (kBtu/ft2)","Weather Normalized Source EUI (kBtu/ft2)","Total GHG Emissions (Metric Tons CO2e)","Water Use (All Water Sources) (kgal)","Water Intensity (All Water Sources) (gal/ft2)","Grid Electricity Emissions Factor (Metric Tons CO2e per Million Btus)","Grid Electricity Emissions (Metric Tons CO2e)","Natural Gas Emissions Factor (Metric Tons CO2e per Million Btus)","Natural Gas Emissions (Metric Tons CO2e)","Fuel Oil #1 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #1 Emissions (Metric Tons CO2e)","Fuel Oil #2 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #2 Emissions (Metric Tons CO2e)","Fuel Oil #4 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #4 Emissions (Metric Tons CO2e)","Fuel Oil #5 or #6 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #5 or #6 Emissions (Metric Tons CO2e)","Diesel Emissions Factor (Metric Tons CO2e per Million Btus)","Diesel Emissions (Metric Tons CO2e)","Kerosene Emissions Factor (Metric Tons CO2e per Million Btus)","Kerosene Emissions (Metric Tons CO2e)","District Steam Emissions Factor (Metric Tons CO2e per Million Btus)","District Steam Emissions (Metric Tons CO2e)","District Chilled Water Emissions Factor (Metric Tons CO2e per Million Btus)","District Chilled Water Emissions (Metric Tons CO2e)","Latitude","Longitude","Coordinates"
"B1413","2015","68-59","Non-Compliant","Non-Residential","College/University","53,699","1","195 Albany Street","1948","702-9","1","College/University","Office (0.0),College/University (48000.0)","48,000",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY","C/O MIT INVESTMENTS MANAGEMENT CO",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0767","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3595","-71.0999","POINT (-71.0999004378961 42.3595428917995)"
"B1277","2021","136-2","Compliant","Non-Residential","College/University","386,737","1","12 Quincy St","1901","333-7","1","College/University","College/University (89174.0)","89,174",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","",,"337,066.7","1,150,071.6","1,324.8","132,482",,,,,,,"1,618,925.8","1,742,350",,"4,643,829.3","4,702,964.9","52.1","52.7","6,928,647.6","7,029,044","77.7","78.8","298.9107","339.6","3.81","0.0723","83.1675","0.0531","7.0368","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","115.6894","0.0575","93.017","42.3726","-71.1145","POINT (-71.1145340769872 42.3726073891412)"
"B1180","2021","164-5","Compliant","Non-Residential","College/University","182,389",,"79 J. F. Kennedy St","1978","398-1","1","College/University","College/University (127068.0)","127,068",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.",,"667,124.7","2,276,229.5",,,,,,,,,,"3,380,560",,"5,656,789.5","5,963,518","44.5","46.9","10,440,395.3","10,809,402.2","82.2","85.1","389.0698","1,240.2","9.76","0.0723","164.6057","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","224.4641","0.0575","0","42.3711","-71.1221","POINT (-71.1221150464838 42.3710604928288)"
"B1722","2016","203A-76, 203A-73","Non-Compliant","Non-Residential","Other","35,278","1","85 Bolton Street","1965","97-7","1","Mixed Use Property","Office (N/A),Other (N/A)","47,000",,"BOLTON STREET PARTNERS, LLC.",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0749","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3901","-71.1307","POINT (-71.1306567181721 42.3901234951668)"
"B1255","2021","157-69","Compliant","Non-Residential","College/University","1,462,119","18","1575 Massachusetts Avenue","1994","266-4","1","College/University","College/University (57385.0)","57,385",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","",,"320,660","1,094,092",,,,,,,,,"804,151.8","2,670,939.9",,"4,569,183.6","4,659,137.5","79.6","81.2","7,008,486","7,131,119","122.1","124.3","302.6691","162.7","2.83","0.0723","79.1193","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","177.3464","0.0575","46.2033","42.3786","-71.1181","POINT (-71.1181097206792 42.3786125362701)"
"B1093","2020","267.4-310","Compliant","Non-Residential","Technology/Science","36,405","1","75 Moulton and 20 Wilson","2019","69-8","1","Laboratory","Laboratory (36304.0)","36,304",,"QUAD 75 MOULTON STREET &","20 WILSON ROAD, LLC",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0709","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3924","-71.1485","POINT (-71.14852725081 42.3923768825105)"
"B1768","2024","54-19","Compliant","Non-Residential","Technology/Science","83,329",,"270 Albany Street","1992","699-22","1","Laboratory","Laboratory (1656.0)","1,656",,"BMR-270 ALBANY STREET LLC,",,,"42,053","143,484.8","722","72,200",,,,,,,,,,"215,684.8","229,338.9","130.2","138.5","477,567.5","503,483.2","288.4","304","14.1955","5.2","3.15","0.0722","10.3606","0.0531","3.8349","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3577","-71.1024","POINT (-71.10244428529 42.357692912253)"
"B1310","2019","92-132","Compliant","Non-Residential","Retail","79,424","18","460 Massachusetts Avenue","2001","644-1","1","Retail Store","Retail Store (3000.0)","3,000",,"MIT 424-456 MASSACHUSETTS AVENUE LLC",,,"64,096.6","218,697.6","9,216","921,600",,,,,,,,,,"1,140,297.6","1,137,273.5","380.1","379.1","1,580,033.4","1,577,629","526.7","525.9","63.3075","261.4","87.14","0.0656","14.3569","0.0531","48.9506","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3636","-71.1013","POINT (-71.1013290437611 42.3635785494575)"
"B1350","2024","121-6","Compliant","Residential","Residential","65,184","53","1010 Massachusetts Avenue","1900","489-10","1","Multifamily Housing","Multifamily Housing (41488.0),Parking (8774.0)","41,488","53","MIT 1010 MASS AVE FEE OWNER LLC",,"92","125,533.9","428,321.7","25,962.9","2,596,287.2",,,,,,,,,,"3,024,608.8","3,233,476.5","72.9","77.9","3,925,402.2","4,146,122.4","94.6","99.9","168.8284","1,356","32.68","0.0722","30.9279","0.0531","137.9005","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3692","-71.1118","POINT (-71.1118195081356 42.3692118653583)"
"B1799","2021","92-124","Compliant","Residential","Residential","76,782","60","150 Franklin St","2000","665-1","1","Multifamily Housing","Multifamily Housing (6652.0)","6,652","5","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","",,"21,221","72,406.1","2,745.7","274,568",,,,,,,,,,"346,974","365,801.2","52.2","55","491,033.3","510,801.9","73.8","76.8","19.8197","286.5","43.07","0.0723","5.2361","0.0531","14.5836","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3627","-71.1024","POINT (-71.102358339788 42.3626612335513)"
"B1471","2017","52A-21","Compliant","Non-Residential","College/University","3,691,096","0","60 VASSAR ST","1941","668-24","1","College/University","College/University (77686.0)","77,686",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"1,754,739.6","5,987,171.6",,,,,,,,,"4,624,429.6","2,229,198.1",,"12,840,799.3",,"165.3",,"23,654,128.4",,"304.5",,"862.381","818.1","10.53","0.0749","448.6643","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","148.0154","0.0575","265.7012","42.3607","-71.092","POINT (-71.0920141264555 42.3606640068646)"
"B1435","2023","107-136","Compliant","Non-Residential","Office","162,348","9","675 Mass Ave","1961","584-4","1","Office","Office (127880.0),Parking (0.0)","127,880",,"U.S. REIF CENTRAL PLAZA MASS. LLC.",,"48","1,746,240.9","5,958,174.1","55,804.7","5,580,468.2",,,,,,,,,,"11,538,642.3","12,601,455.2","90.2","98.5","22,542,379.1","23,967,898.3","176.3","187.4","726.6272","1,062.1","8.31","0.0722","430.2234","0.0531","296.4038","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.366","-71.1038","POINT (-71.1038217118293 42.3660380283474)"
"B1094","2015","63-118","Non-Compliant","Non-Residential","College/University","85,368","2","600 MEMORIAL DR","1925","750-7","1","College/University","College/University (82481.0)","82,481",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY","C/O MIT INVESTMENTS MANAGEMENT CO",,"1,434,641.5","4,894,996.8","19,397","1,939,700.2",,,,,,,,,,"6,834,696.9",,"82.9",,"15,742,676.1",,"190.9",,"478.3334","1,117.6","13.55","0.0767","375.3066","0.0531","103.0268","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.354","-71.1066","POINT (-71.1066406788319 42.3539532941229)"
"B1541","2016","169-42","Compliant","Non-Residential","Retail","55,187",,"12-30 Palmer Street","1963","345-3","1","Retail Store","Retail Store (52000.0)","52,000",,"HARVARD COOPERATIVE SOCIETY",,"58","794,961.1","2,712,407.3","560.4","56,040.7",,"898,932",,,,,,,,"3,667,380",,"70.5",,"8,561,504.5",,"164.6",,"272.9467","943.3","18.14","0.0749","203.2613","0.0531","2.9766","0.0735","0","0.0742","66.7088","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3738","-71.1202","POINT (-71.1201997625777 42.3738214294798)"
"B1728","2020","152-51","Compliant","Non-Residential","College/University","456,332","4","1815 MASSACHUSETTS AVE","1945","112-8","1","College/University","College/University, Restaurant, Retail Store","231,590",,"LESLEY COLLEGE",,,"3,236,758.6","11,043,821.7","49,795.6454","4,979,564.5",,,,,,,,,,"16,023,386.2","16,935,232.4","69.2","73.1","36,151,243.4","37,196,709.8","156.1","160.6","1,046.9594","1,474.4","6.37","0.0709","782.4709","0.0531","264.4886","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3873","-71.1186","POINT (-71.1186199513894 42.3872560093229)"
"B1141","2015","170-19","Compliant","Non-Residential","College/University","159,406","0","69 Brattle Street","1838","307-13","1","College/University","College/University (5506.0)","5,506",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"15,237.4","51,990.1","1,496.9","149,693.6",,,,,,,,,,"201,683.6","193,951.3","36.6","35.2","302,750.5","294,631.5","55","53.5","11.9371","28.1","5.1","0.0767","3.9862","0.0531","7.9509","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3753","-71.1225","POINT (-71.1225215270785 42.3752610977149)"
"B1103","2021","267F-296","Compliant","Non-Residential","Office","25,536",,"68 Moulton Street","1980","78-2","1","Office","Office (23183.0)","23,183",,"RHAD, LLC","","81","121,686.6","415,194.6","5,739.5","573,951.6",,,,,,,,,,"989,146.2","1,039,659.8","42.7","44.8","1,765,194.2","1,807,829.2","76.1","78","60.5102","46.3","2","0.0723","30.0248","0.0531","30.4853","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3921","-71.1473","POINT (-71.1473303813815 42.3920949310185)"
"B1697","2015","30-41","Compliant","Non-Residential","Office","173,400","1","300 Binney Street","2013","591-23","1","Laboratory","Laboratory (236000.0)","236,000",,"BP SEVENTEEN CAMBRIDGE CENTER LLC.","C/O BOSTON PROPERTIES, INC.","88","2,123,896.9","7,246,736.2",,,,,,,,,,,,"9,035,071.1",,"38.3",,"22,442,301.7",,"95.1",,"555.618",,,"0.0767","555.618","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.366","-71.088","POINT (-71.0880019197143 42.3660058378936)"
"B1851","2021","252A-153","Compliant","Residential","Other","39,940","60","66 Homer Avenue",,"271-14","1",,,,,"FIORE, CHRISTINE",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0723","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3771","-71.1483","POINT (-71.1483064429976 42.3771442885443)"
"B1005","2023","28-23","Compliant","Non-Residential","Office","298,282",,"225 Binney St","2013","581-1","1","Office","Office (327325.0),Parking (106000.0)","327,325",,"ARE-MA REGION NO.34, LLC",,"81","4,597,481.1","15,686,605.4","5,139","513,900",,"42,034.8",,,,,,"16,401.5",,"16,258,941.7","16,204,459.3","49.7","49.5","44,524,277","44,370,851.5","136","135.6","1,164.1905","4,141.2","12.65","0.0722","1,132.6868","0.0531","27.2955","0.0735","0","0.0742","3.1191","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","1.089","0.0575","0","42.3664","-71.0851","POINT (-71.0850863561057 42.3664243283023)"
"B1811","2022","52A-31","Compliant","Non-Residential","College/University","98,802",,"59 Vassar Street",,"667-6","1",,,,,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0718","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3611","-71.0935","POINT (-71.0935060624958 42.3611086172119)"
"B1629","2020","65-45","Compliant","Residential","Residential","101,803","101","1-33 Henry Street, 2-26 Chestnut Street, 276-294 Sydney Street","1989","748-1, 748-2, 748-3, 748-5, 748-6","5","Multifamily Housing","Multifamily Housing (60737.0)","60,737","100","CHA RAD PROPERTIES LLC",,"95","284,205","969,707.4","29,821","2,982,100",,,,,,,,,,"3,951,807.4","4,166,458.4","65.1","68.6","5,846,385.8","6,117,815.6","96.3","100.7","227.0988","1,577.2","25.97","0.0709","68.7052","0.0531","158.3936","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3554","-71.1073","POINT (-71.1072772612669 42.3553728618724)"
"B1100","2023","57-173","Compliant","Non-Residential","College/University","420,079","0","120 VASSAR ST","1980","708-21","1","College/University","College/University (109398.0)","109,398",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"3,503,209","11,952,949","3,325","332,500",,,,,,,"3,925,272","1,859,058",,"18,069,779","18,153,876.6","165.2","165.9","39,625,902.9","39,744,338.7","362.2","363.3","1,229.7194",,,"0.0722","863.0897","0.0531","17.6606","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","123.4387","0.0575","225.5304","42.3586","-71.0965","POINT (-71.0965308525265 42.3585951767942)"
"B1695","2019","267.4-305","Compliant","Non-Residential","Technology/Science","145,839","1","100 Cambridgepark Drive","1992","44-4","1","Laboratory","Pre-school/Daycare (0.0),Office (135572.0),Laboratory (N/A)","135,572",,"PPF OFF 100 CAMBRIDGEPARK DR LLC","MORGAN STANLEY REAL ESTATE ADVISOR INC","65","2,122,559.5","7,242,172.9",,,,,,,,,,,,"7,242,172.9","7,201,279.6","53.4","54.5","20,278,084.2","20,163,582.8","149.6","152.7","475.4274","864.3","6.37","0.0656","475.4274","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3944","-71.145","POINT (-71.1449630562177 42.3943644014964)"
"B1895","2018","197-4","Compliant","Municipal","Municipal","145,715","0","70R Rindge Avenue","2001","73-3","1","Other - Recreation","Other - Recreation (14837.0)","14,837",,"CAMBRIDGE CITY OF","SCHOOL DEPT",,"80,712","275,389.2",,,,,,,,,,,,"275,389.2","275,389.2","18.6","18.6","771,089.9","771,089.9","52","52","19.3135",,,"0.0701","19.3135","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3919","-71.1284","POINT (-71.1283776871062 42.3918869811877)"
"B1327","2017","52A-21","Compliant","Non-Residential","College/University","3,691,096","0","33 MASSACHUSETTS AVE (REAR)","1916","668-3","1","College/University","College/University (160124.0)","160,124",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"2,635,796.4","8,993,337.2",,,,,,,,,"14,635,715.2","25,595,778.3",,"49,224,830.8",,"307.4",,"69,292,618.2",,"432.7",,"3,214.3701","1,636.1","10.22","0.0749","673.9392","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","1,699.5213","0.0575","840.9097","42.359","-71.0924","POINT (-71.0924021326594 42.35902300791)"
"B1809","2022","90-14","Compliant","Non-Residential","Office","26,070","1","84 Prospect St","1980","527-22","1","Office","Office (26070.0),Parking (150.0)","26,070",,"BURCOMBE, LLC",,"88","200,248","683,246.2","138","13,800",,,,,,,,,,"697,046.2","708,469.9","26.7","27.2","1,927,579.4","1,959,565.8","73.9","75.2","49.816","37.5","1.44","0.0718","49.083","0.0531","0.733","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3671","-71.1023","POINT (-71.1022784730273 42.3670577316994)"
"B1164","2016","143-20","Compliant","Non-Residential","College/University","174,764",,"42-48 Quincy Street","1972","299-6","1","College/University","College/University (166878.0)","162,184",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.",,"1,622,770.3","5,536,892.4",,,,,,,,,"3,852,205.9","6,813,282.3",,"16,202,380.7","16,206,865.1","97.1","97.1","27,205,464.7","27,209,798.1","163","163.1","1,088.6455","1,467.4","8.79","0.0749","414.9215","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","452.3917","0.0575","221.3323","42.3759","-71.1139","POINT (-71.113862208623 42.3758851193596)"
"B1395","2019","52A-19","Non-Compliant","Residential","College/University","81,026","0","111 MEMORIAL DR","1917","696-7","1","College/University","College/University (18643.0)","18,643",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"157,825","538,498.9",,,,,,,,,,"6,600,432.3",,,,,,,,,,"473.6097","0","0","0.0656","35.3509","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","438.2588","0.0575","0","42.3596","-71.0869","POINT (-71.0869493129583 42.3596031842217)"
"B1925","2024","107-135","Compliant","Municipal","Other","28,885","0","689 Mass Ave","1904","584-1","1","Other","Other (27492.0)","27,492",,"City of Cambridge",,,"221,201.8","754,740.5","4,638.1","463,808.6",,,,,,,,,,"1,218,549.1","1,268,288.1","44.3","46.1","2,600,272.4","2,652,498.4","94.6","96.5","79.1327","58.4","2.12","0.0722","54.4977","0.0531","24.635","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3661","-71.1042","POINT (-71.1042382638458 42.3660587068482)"
"B1323","2020","137-42","Compliant","Non-Residential","Other","73,206",,"5 Felton Street","1972","325-4","1","Parking","Parking (143425.0)","143,425",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE, INC.",,"151,228.3","515,990.9",,,,,,,,,,,,"515,990.9","527,730.4","3.6","3.7","1,444,774.4","1,477,645","10.1","10.3","36.5587","0","0","0.0709","36.5587","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3745","-71.1128","POINT (-71.1128399126661 42.3745329095593)"
"B1608","2019","267D-339","Compliant","Non-Residential","Residential","161,348","10","799 Concord Ave","1966","65-33, 65-43","2","Senior Living Community","Senior Living Community (162853.0),Parking (664.0)","162,853",,"SANCTA MARIA HOSPITAL",,"15","1,262,100","4,306,285.2","212,469.6","21,246,959.8",,"551,998.6",,,"69,005.5",,,,,"26,174,249.2","25,937,858.5","160.7","159.3","34,994,120.6","34,828,635.6","214.9","213.9","1,457.3071","7.4","0.05","0.0656","282.695","0.0531","1,128.528","0.0735","0","0.0742","40.9633","0.0753","0","0.0753","0","0.0742","5.1208","0.0777","0","0.0664","0","0.0575","0","42.3917","-71.1555","POINT (-71.155477729539 42.3916889654016)"
"B1746","2018","212-52","Non-Compliant","Residential","Residential","34,025","61","36, 38, 40, 42 Linnaean Street","1981","185-4","1","Multifamily Housing","Multifamily Housing (41884.0),Other - Lodging/Residential (10471.0)","52,355","50","GAMST, FRANK",,"100","19,316.9","65,909.3","0","0",,,,,,,,,,"65,909.3","66,383.3","1.3","1.3","184,546","185,873.4","3.5","3.6","4.6223","1,057.7","20.2","0.0701","4.6223","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3834","-71.1233","POINT (-71.1232743215995 42.3833564891106)"
"B1100","2022","57-173","Compliant","Non-Residential","College/University","420,079","0","120 VASSAR ST","1980","708-21","1","College/University","College/University (109398.0)","109,398",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"4,089,972","13,954,984.3","3,193","319,300",,,,,,,"2,717,076.1","3,755,129.9",,"20,746,490.3","20,751,466.5","189.6","189.7","46,399,335.9","46,469,666.9","424.1","424.8","1,424.9045","2,605.5","23.82","0.0718","1,002.4977","0.0531","16.9595","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","249.335","0.0575","156.1123","42.3586","-71.0965","POINT (-71.096530852656 42.3585951769899)"
"B1285","2018","134-1","Non-Compliant","Residential","College/University","65,454","2","1201 Massachusetts Ave","1991","408-3","1","College/University","College/University (96592.0)","96,592",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD REAL ESTATE INC.",,,,"51,523.4","5,152,335.6",,,,,,,,,,,,,,,,,,"273.6653",,,"0.0701","0","0.0531","273.6653","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3719","-71.1147","POINT (-71.1147352164863 42.3719355988107)"
"B1587","2017","267E-285","Compliant","Non-Residential","Technology/Science","42,711","2","45 Moulton Street","1950","69-14","1","Laboratory","Office (16453.0),Laboratory (26258.0)","42,711",,"BMR-FRESH POND RESEARCH PARK LLC,","C/O  RYAN LLC",,"1,823,206.7","6,220,781.2","76,730.9","7,673,094.4",,,,,,,,,,"13,893,875.6","14,002,282.3","325.3","327.8","25,474,936.4","25,525,472.7","596.4","597.6","873.7253","1,236.8","28.96","0.0749","466.1705","0.0531","407.5549","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3909","-71.1485","POINT (-71.1485412200133 42.390907368109)"
"B1430","2015","107-136","Compliant","Non-Residential","Office","162,348","9","130 Bishop Allen Drive","1961","584-2","1","Office","Office (N/A)","42,390",,"U.S. REIF CENTRAL PLAZA MASS. LLC.",,"96","273,316.1","932,554.6",,,,,,,,,,,,"932,554.6","914,319.1","22.1","21.6","2,611,153","2,560,093.5","61.8","60.5","71.5003","583.7","13.82","0.0767","71.5003","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3664","-71.1036","POINT (-71.10362430276 42.3664404535468)"
"B1535","2016","105-81","Compliant","Non-Residential","Office","32,761","10","684-686 Massachusetts Ave","1902","592-11","1","Office","Office (N/A)","14,144",,"CENTRAL PROPERTY LIMITED PARTNERSHIP",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0749","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3656","-71.1046","POINT (-71.1045976103601 42.3656283645198)"
"B1455","2023","116-98","Compliant","Residential","Residential","107,801","127","929 Massachusetts Ave.","1975","493-8","1","Multifamily Housing","Multifamily Housing (120066.0),Parking (29990.0)","120,066","127","GPT-929 HOUSE, LLC.","EQR-R.E TAX DEPARTMENT","80","1,132,952","3,865,632.4","12,509.4","1,250,936",,,,,,,,,,"5,116,568.4","5,535,303.9","42.6","46.1","12,137,253.5","13,257,025.7","101.1","110.4","345.5696","2,476.6","20.63","0.0722","279.1267","0.0531","66.4428","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3691","-71.1088","POINT (-71.1088204151652 42.3690983857375)"
"B1587","2024","267E-285","Compliant","Non-Residential","Technology/Science","42,711","2","45 Moulton Street","1950","69-14","1","Laboratory","Office (16453.0),Laboratory (26258.0)","42,711",,"BMR-FRESH POND RESEARCH PARK LLC,","C/O RYAN LLC",,"1,988,650.9","6,785,277","42,512.2","4,251,216.2",,,,,,,,,,"11,036,493.2","11,499,016.7","258.4","269.2","23,462,552.5","24,233,305.9","549.3","567.4","715.7475","219.1","5.13","0.0722","489.9463","0.0531","225.8012","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3909","-71.1485","POINT (-71.1485416989114 42.3909065588666)"
"B1154","2016","227-90","Compliant","Non-Residential","College/University","177,958","2","60 Garden St","1960","201-12, 201-13, 201-15, 201-17, 201-18","5","College/University","College/University (80208.0)","80,995",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"1,406,553.8","4,799,161.5","72,783","7,278,300.2",,,,,,,,,,"12,077,461.7","12,078,056.9","150.6","150.6","21,079,867.3","21,080,492.3","262.8","262.8","746.2231","1,447.6","18.05","0.0749","359.6377","0.0531","386.5855","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3815","-71.1279","POINT (-71.1278886121176 42.3815430445497)"
"B1275","2018","160-14","Non-Compliant","Non-Residential","Office","304,349",,"75 Mount Auburn Street","1964","357-2, 357-3","2","Office","Office (198740.0)","345,571",,"President & Fellows of Harvard College","Harvard University R.E. Dept","99","1,042,611.5","3,557,391","24,664.1","2,466,409.6",,,,,,,"178,484.7",,,"6,202,285.3",,"31.2","0","12,712,846",,"63.9672","0","390.7434",,,"0.0701","249.4856","0.0531","131.0029","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","10.255","42.3726","-71.1186","POINT (-71.1186477233665 42.3726498456433)"
